ID,Date,Description,Amount
3175,15/10/8,Test13,702.00
3176,15/2/3,Test69,-481.99
3177,15/1/23,Test68,861.00
3178,15/12/1,Test28,-578.00
3179,15/11/10,Test10,-672.00
3180,15/8/3,Test45,-871.00
3181,15/10/25,Test32,-590.99
3182,15/8/18,Test85,498.00
3183,15/9/27,Test65,274.00
3184,15/3/23,Test15,257.00
3185,15/5/9,Test60,-485.00
3186,15/5/6,Test99,-771.00
3187,15/5/28,Test70,-803.00
3188,15/1/31,Test48,-154.00
3189,15/1/16,Test45,-436.00
3190,15/9/25,Test79,-487.00
3191,15/12/17,Test4,458.99
3192,15/11/22,Test100,228.00
3193,15/6/27,Test36,-285.00
3194,15/3/11,Test66,269.00
3195,15/11/14,Test41,928.00
3196,15/8/8,Test23,-863.00
3197,15/7/14,Test9,-637.00
3198,15/9/24,Test5,-973.00
3199,15/1/29,Test5,308.00
3200,15/5/1,Test84,-551.00
3201,15/9/29,Test25,240.00
3202,15/7/18,Test70,166.00
3203,15/9/23,Test19,-283.00
3204,15/3/8,Test70,82.00
3205,15/3/26,Test24,-520.99
3206,15/6/8,Test54,-11.00
3207,15/3/20,Test74,33.00
3208,15/6/9,Test61,-313.00
3209,15/10/22,Test12,-611.00
3210,15/6/29,Test10,-639.99
3211,15/5/8,Test68,731.00
3212,15/4/4,Test17,924.00
3213,15/8/27,Test74,542.00
3214,15/7/7,Test54,-774.00
3215,15/2/2,Test100,606.00
3216,15/4/16,Test29,-283.00
3217,15/5/1,Test13,422.00
3218,15/5/23,Test40,617.00
3219,15/1/28,Test20,663.00
3220,15/4/23,Test65,-595.00
3221,15/6/21,Test74,992.99
3222,15/1/20,Test93,-324.99
3223,15/6/2,Test47,785.00
3224,15/7/27,Test38,-919.00
3225,15/11/6,Test95,314.00
3226,15/10/8,Test94,-126.00
3227,15/5/22,Test70,-532.00
3228,15/7/31,Test66,-159.00
3229,15/10/25,Test17,746.00
3230,15/5/3,Test71,887.00
3231,15/8/13,Test20,667.00
3232,15/2/14,Test30,113.00
3233,15/11/13,Test27,42.00
3234,15/11/30,Test53,-660.99
3235,15/1/30,Test5,738.99
3236,15/1/26,Test78,406.99
3237,15/5/28,Test49,637.00
3238,15/11/22,Test22,680.00
3239,15/10/15,Test39,-120.99
3240,15/11/1,Test52,406.00
3241,15/6/13,Test36,820.00
3242,15/12/9,Test4,544.00
3243,15/2/1,Test78,951.99
3244,15/2/30,Test21,908.00
3245,15/10/10,Test66,284.00
3246,15/10/31,Test89,-544.00
3247,15/2/26,Test86,-56.00
3248,15/1/29,Test38,228.99
3249,15/11/4,Test84,-855.00
3250,15/6/6,Test87,-289.99
3251,15/10/1,Test93,514.00
3252,15/9/28,Test7,642.00
3253,15/9/31,Test79,-399.00
3254,15/3/16,Test95,-408.99
3255,15/2/14,Test30,293.00
3256,15/5/4,Test31,650.00
3257,15/10/26,Test15,605.00
3258,15/6/24,Test14,496.00
3259,15/4/17,Test95,-290.00
3260,15/4/18,Test59,-662.00
3261,15/1/27,Test81,420.00
3262,15/7/13,Test76,-510.00
3263,15/12/20,Test19,-718.00
3264,15/11/12,Test51,302.00
3265,15/11/1,Test1,56.00
3266,15/7/4,Test50,-676.00
3267,15/11/30,Test55,934.00
3268,15/12/8,Test92,-351.00
3269,15/3/30,Test48,175.00
3270,15/1/28,Test96,-241.00
3271,15/5/29,Test38,-529.99
3272,15/12/19,Test65,781.99
3273,15/4/8,Test51,-666.00
3274,15/3/3,Test75,-827.00
3275,15/5/15,Test5,-706.00
3276,15/1/23,Test54,290.00
3277,15/11/12,Test80,-707.00
3278,15/10/24,Test77,138.99
3279,15/9/19,Test35,-911.00
3280,15/3/27,Test18,-814.00
3281,15/9/25,Test60,-429.99
3282,15/11/19,Test72,-30.00
3283,15/9/25,Test66,147.99
3284,15/5/12,Test93,-153.00
3285,15/5/7,Test15,-951.00
3286,15/7/10,Test46,754.99
3287,15/11/4,Test45,-168.00
3288,15/12/28,Test18,936.99
3289,15/5/7,Test75,-327.00
3290,15/3/6,Test56,-782.00
3291,15/7/8,Test64,-374.00
3292,15/5/23,Test53,-565.00
3293,15/10/9,Test9,-873.00
3294,15/4/31,Test95,621.00
3295,15/11/31,Test72,-555.99
3296,15/1/16,Test15,-308.00
3297,15/2/10,Test82,-257.00
3298,15/8/29,Test3,484.00
3299,15/1/3,Test9,-126.00
3300,15/8/27,Test100,794.00
3301,15/5/24,Test78,-715.00
3302,15/10/15,Test54,442.99
3303,15/2/29,Test97,789.00
3304,15/10/25,Test60,109.00
3305,15/12/31,Test87,913.00
3306,15/1/27,Test73,671.00
3307,15/4/8,Test72,333.00
3308,15/6/18,Test96,608.99
3309,15/8/2,Test67,870.00
3310,15/2/30,Test85,504.99
3311,15/11/5,Test71,-236.00
3312,15/9/30,Test53,340.00
3313,15/2/29,Test44,-140.00
3314,15/8/2,Test32,-390.00
3315,15/7/20,Test23,265.00
3316,15/7/5,Test4,141.99
3317,15/8/18,Test18,-123.00
3318,15/5/4,Test66,593.00
3319,15/6/4,Test43,923.00
3320,15/8/30,Test13,-513.00
3321,15/4/5,Test9,419.00
3322,15/2/18,Test23,-630.00
3323,15/7/20,Test95,-403.00
3324,15/11/28,Test43,-445.00
3325,15/7/4,Test10,704.99
3326,15/2/14,Test57,-391.99
3327,15/12/3,Test2,-637.00
3328,15/3/2,Test34,-709.00
3329,15/4/14,Test42,-544.00
3330,15/9/20,Test68,575.99
3331,15/5/28,Test36,-680.00
3332,15/10/19,Test50,255.99
3333,15/1/8,Test93,-794.00
3334,15/4/9,Test94,643.00
3335,15/3/22,Test98,-144.99
3336,15/12/10,Test77,506.00
3337,15/12/23,Test66,43.00
3338,15/6/17,Test89,-909.00
3339,15/12/31,Test5,532.00
3340,15/3/29,Test75,965.00
3341,15/10/20,Test60,643.00
3342,15/1/26,Test16,875.00
3343,15/6/23,Test20,-746.00
3344,15/2/24,Test42,393.00
3345,15/11/28,Test8,872.00
3346,15/5/19,Test10,88.99
3347,15/4/25,Test56,162.00
3348,15/1/23,Test50,-463.00
3349,15/10/8,Test1,-128.00
3350,15/12/31,Test11,143.00
3351,15/6/28,Test26,-940.00
3352,15/4/28,Test4,-203.00
3353,15/2/3,Test28,-502.00
3354,15/10/1,Test26,-152.99
3355,15/11/8,Test13,25.00
3356,15/2/29,Test58,-182.00
3357,15/8/8,Test88,340.00
3358,15/9/23,Test6,-818.00
3359,15/12/2,Test67,-198.99
3360,15/12/23,Test17,824.00
3361,15/9/21,Test51,-359.00
3362,15/10/6,Test24,993.00
3363,15/12/13,Test40,-40.00
3364,15/12/25,Test6,-168.99
3365,15/5/14,Test63,-410.99
3366,15/3/30,Test10,966.00
3367,15/8/17,Test19,-817.00
3368,15/11/19,Test10,771.00
3369,15/12/23,Test7,696.00
3370,15/1/29,Test55,742.99
3371,15/6/28,Test81,-36.00
3372,15/8/12,Test52,-238.99
3373,15/10/30,Test8,902.00
3374,15/5/14,Test33,901.99
3375,15/3/14,Test85,316.00
3376,15/3/31,Test76,383.00
3377,15/2/2,Test79,303.00
3378,15/5/14,Test89,90.00
3379,15/10/24,Test90,-502.00
3380,15/3/23,Test82,-168.99
3381,15/3/31,Test26,723.00
3382,15/3/26,Test25,-986.00
3383,15/5/30,Test10,148.00
3384,15/12/13,Test34,-365.00
3385,15/6/3,Test76,662.00
3386,15/12/4,Test25,699.00
3387,15/10/3,Test51,-46.00
3388,15/7/28,Test42,696.00
3389,15/1/17,Test1,-786.00
3390,15/12/13,Test93,948.00
3391,15/10/6,Test3,-129.00
3392,15/9/23,Test68,-488.00
3393,15/10/10,Test70,-252.99
3394,15/7/29,Test8,1.00
3395,15/10/24,Test61,-75.00
3396,15/11/12,Test50,975.00
3397,15/5/14,Test23,535.00
3398,15/5/17,Test13,34.00
3399,15/10/2,Test7,700.99
3400,15/8/4,Test66,-368.99
3401,15/7/24,Test48,282.00
3402,15/11/17,Test12,993.00
3403,15/5/29,Test26,442.00
3404,15/3/1,Test95,-970.00
3405,15/11/17,Test60,-401.99
3406,15/3/24,Test15,-529.00
3407,15/1/29,Test71,-987.99
3408,15/4/22,Test76,-932.00
3409,15/11/28,Test52,966.99
3410,15/11/15,Test69,184.00
3411,15/5/14,Test36,24.00
3412,15/6/3,Test61,-505.99
3413,15/5/8,Test28,-385.99
3414,15/10/5,Test48,910.00
3415,15/12/1,Test19,587.00
3416,15/8/24,Test26,-97.00
3417,15/11/15,Test91,486.99
3418,15/8/27,Test46,-908.00
3419,15/8/18,Test63,-953.00
3420,15/7/12,Test83,333.99
3421,15/6/4,Test25,-960.00
3422,15/3/13,Test10,-89.00
3423,15/9/12,Test72,181.00
3424,15/2/22,Test45,-28.00
3425,15/11/10,Test54,-112.99
3426,15/6/4,Test90,673.00
3427,15/7/3,Test68,337.00
3428,15/12/11,Test53,468.00
3429,15/2/18,Test1,-538.00
3430,15/7/13,Test15,851.00
3431,15/7/25,Test79,-957.00
3432,15/8/8,Test65,-497.00
3433,15/12/1,Test11,-66.00
3434,15/9/27,Test26,-616.00
3435,15/4/22,Test78,441.99
3436,15/2/1,Test20,169.00
3437,15/3/1,Test58,-697.00
3438,15/1/20,Test89,-495.00
3439,15/2/18,Test14,682.00
3440,15/3/11,Test91,442.00
3441,15/5/8,Test47,-955.00
3442,15/7/12,Test12,-873.00
3443,15/8/4,Test8,-66.00
3444,15/11/1,Test44,-118.00
3445,15/12/31,Test14,-432.00
3446,15/3/17,Test13,910.00
3447,15/7/23,Test87,73.99
3448,15/2/20,Test54,890.00
3449,15/2/22,Test89,-885.00
3450,15/12/5,Test22,619.00
3451,15/5/7,Test72,367.00
3452,15/3/9,Test88,-287.00
3453,15/4/29,Test84,981.00
3454,15/4/12,Test81,-665.00
3455,15/7/29,Test96,840.00
3456,15/6/3,Test94,-15.00
3457,15/3/30,Test37,-613.00
3458,15/1/4,Test45,-325.00
3459,15/9/3,Test30,-217.00
3460,15/1/7,Test98,122.00
3461,15/2/6,Test18,715.00
3462,15/5/15,Test87,-684.00
3463,15/11/26,Test55,-478.00
3464,15/11/17,Test26,-287.00
3465,15/1/8,Test11,970.00
3466,15/1/11,Test79,687.00
3467,15/11/12,Test26,885.00
3468,15/6/12,Test53,455.00
3469,15/7/1,Test1,-412.00
3470,15/5/19,Test18,-68.00
3471,15/1/1,Test63,-636.00
3472,15/9/23,Test29,704.00
3473,15/7/7,Test37,-887.00
3474,15/1/21,Test47,416.00
3475,15/5/12,Test1,819.99
3476,15/8/5,Test35,70.00
3477,15/11/29,Test65,-273.00
3478,15/11/8,Test25,478.00
3479,15/6/21,Test88,-764.00
3480,15/4/21,Test72,-967.00
3481,15/11/6,Test100,947.00
3482,15/7/12,Test8,-417.00
3483,15/2/30,Test5,-255.99
3484,15/9/22,Test53,-148.99
3485,15/11/1,Test54,41.00
3486,15/9/18,Test40,-47.00
3487,15/12/5,Test72,27.00
3488,15/5/6,Test5,720.00
3489,15/12/25,Test63,919.00
3490,15/1/28,Test8,303.00
3491,15/11/19,Test33,-925.00
3492,15/12/24,Test24,805.00
3493,15/6/9,Test9,-561.00
3494,15/7/28,Test29,789.00
3495,15/4/17,Test54,-806.00
3496,15/9/31,Test19,980.00
3497,15/7/5,Test92,-736.00
3498,15/4/25,Test13,181.00
3499,15/8/19,Test25,588.00
3500,15/8/27,Test84,-615.00
3501,15/6/24,Test88,690.00
3502,15/10/21,Test19,-896.00
3503,15/1/10,Test43,504.00
3504,15/11/25,Test1,351.00
3505,15/10/6,Test56,-652.00
3506,15/10/12,Test68,912.00
3507,15/8/13,Test20,-392.00
3508,15/9/28,Test12,878.99
3509,15/1/2,Test51,-278.00
3510,15/11/20,Test36,261.00
3511,15/11/25,Test62,391.00
3512,15/10/2,Test99,191.00
3513,15/4/21,Test66,-473.00
3514,15/9/18,Test73,-680.99
3515,15/4/27,Test15,493.99
3516,15/9/2,Test53,363.99
3517,15/12/30,Test49,479.00
3518,15/4/17,Test9,-270.00
3519,15/3/29,Test54,-832.00
3520,15/7/1,Test36,903.00
3521,15/2/3,Test33,746.00
3522,15/11/26,Test19,418.00
3523,15/5/9,Test4,390.99
3524,15/12/9,Test34,632.00
3525,15/12/14,Test33,-907.00
3526,15/7/9,Test25,655.99
3527,15/11/3,Test2,59.00
3528,15/8/13,Test78,-420.00
3529,15/4/25,Test2,-428.00
3530,15/1/24,Test91,-333.00
3531,15/1/24,Test73,220.00
3532,15/2/3,Test76,66.00
3533,15/9/22,Test6,-150.00
3534,15/10/22,Test67,8.00
3535,15/11/29,Test97,276.00
3536,15/2/9,Test73,-876.00
3537,15/7/9,Test41,168.00
3538,15/8/10,Test35,546.00
3539,15/2/10,Test96,-164.99
3540,15/7/4,Test52,392.00
3541,15/3/16,Test96,-824.00
3542,15/3/26,Test92,-85.00
3543,15/7/8,Test55,-226.00
3544,15/3/11,Test2,835.00
3545,15/7/1,Test55,38.99
3546,15/12/10,Test36,762.00
3547,15/1/28,Test53,-733.00
3548,15/3/20,Test16,-456.00
3549,15/8/5,Test74,981.00
3550,15/9/8,Test89,205.99
3551,15/9/25,Test97,511.00
3552,15/11/17,Test41,893.00
3553,15/7/7,Test40,-219.00
3554,15/10/5,Test46,272.99
3555,15/7/16,Test8,655.00
3556,15/6/2,Test80,-692.00
3557,15/1/17,Test79,-487.00
3558,15/4/26,Test87,698.00
3559,15/1/5,Test59,-772.99
3560,15/12/11,Test95,-536.00
3561,15/2/1,Test7,476.00
3562,15/9/6,Test10,952.99
3563,15/12/2,Test59,162.00
3564,15/9/16,Test44,114.99
3565,15/7/22,Test69,721.99
3566,15/10/14,Test96,626.00
3567,15/12/9,Test35,-255.00
3568,15/12/31,Test74,315.00
3569,15/12/17,Test33,-614.00
3570,15/10/16,Test7,766.00
3571,15/2/6,Test72,391.00
3572,15/12/20,Test11,422.00
3573,15/5/22,Test65,69.00
3574,15/9/18,Test53,-18.00
3575,15/9/22,Test95,825.00
3576,15/5/19,Test78,20.00
3577,15/2/8,Test54,283.00
3578,15/6/16,Test81,-702.99
3579,15/1/25,Test61,-236.00
3580,15/10/20,Test66,-469.00
3581,15/6/24,Test36,-863.00
3582,15/11/22,Test78,800.99
3583,15/7/20,Test61,816.00
3584,15/7/11,Test71,-8.99
3585,15/5/2,Test41,-262.00
3586,15/3/18,Test76,249.00
3587,15/4/29,Test98,-38.00
3588,15/6/18,Test59,-549.00
3589,15/9/15,Test5,71.99
3590,15/10/18,Test71,914.00
3591,15/6/9,Test8,96.99
3592,15/2/2,Test78,550.00
3593,15/11/26,Test91,-619.00
3594,15/6/21,Test6,-198.00
3595,15/6/7,Test11,-709.00
3596,15/8/30,Test82,609.00
3597,15/11/23,Test47,163.00
3598,15/12/13,Test60,768.00
3599,15/4/28,Test28,781.00
3600,15/7/12,Test25,495.00
3601,15/12/15,Test85,-145.00
3602,15/7/12,Test76,-234.99
3603,15/10/19,Test81,-653.00
3604,15/6/16,Test32,794.00
3605,15/2/6,Test95,428.00
3606,15/12/4,Test47,42.00
3607,15/8/17,Test92,-453.99
3608,15/6/27,Test76,21.00
3609,15/1/22,Test48,-151.99
3610,15/2/20,Test42,-337.00
3611,15/4/27,Test60,166.00
3612,15/5/6,Test21,-720.00
3613,15/6/13,Test12,348.00
3614,15/1/24,Test66,-92.99
3615,15/10/31,Test67,-95.99
3616,15/5/25,Test57,875.99
3617,15/4/21,Test45,141.00
3618,15/4/9,Test29,124.00
3619,15/3/28,Test69,186.00
3620,15/8/2,Test75,215.00
3621,15/4/4,Test19,-232.00
3622,15/6/10,Test44,436.99
3623,15/5/6,Test52,-342.00
3624,15/5/18,Test91,-948.99
3625,15/3/5,Test58,102.00
3626,15/11/13,Test71,-25.00
3627,15/10/6,Test37,-19.99
3628,15/11/29,Test70,-22.00
3629,15/11/31,Test29,328.00
3630,15/5/9,Test5,984.99
3631,15/1/11,Test99,-109.00
3632,15/7/29,Test66,960.00
3633,15/4/15,Test20,-599.99
3634,15/12/5,Test57,-544.99
3635,15/3/26,Test81,-384.00
3636,15/10/23,Test76,-161.00
3637,15/8/31,Test17,-46.00
3638,15/1/2,Test4,587.99
3639,15/1/7,Test33,-153.00
3640,15/10/6,Test22,-365.00
3641,15/10/12,Test23,-512.00
3642,15/3/3,Test39,532.00
3643,15/6/29,Test52,-465.99
3644,15/9/5,Test69,590.00
3645,15/7/22,Test81,205.00
3646,15/8/31,Test85,41.00
3647,15/4/28,Test43,-406.00
3648,15/8/18,Test15,-22.00
3649,15/3/19,Test5,993.00
3650,15/9/28,Test70,943.00
3651,15/10/4,Test92,394.00
3652,15/2/20,Test57,-276.00
3653,15/12/23,Test93,8.00
3654,15/10/13,Test94,736.99
3655,15/4/18,Test24,796.00
3656,15/4/2,Test74,406.00
3657,15/11/1,Test80,826.00
3658,15/6/4,Test84,-503.00
3659,15/6/11,Test1,916.00
3660,15/6/12,Test42,-753.99
3661,15/1/7,Test53,35.00
3662,15/2/19,Test60,845.00
3663,15/11/21,Test33,287.00
3664,15/4/27,Test25,-21.00
3665,15/5/20,Test26,604.00
3666,15/6/23,Test62,765.00
3667,15/3/16,Test1,529.00
3668,15/5/14,Test40,-797.00
3669,15/2/29,Test9,606.00
3670,15/8/12,Test48,-493.00
3671,15/12/7,Test43,-183.00
3672,15/3/2,Test8,552.00
3673,15/6/26,Test13,584.00
3674,15/2/4,Test45,382.00
3675,15/9/11,Test38,-838.00
3676,15/9/5,Test37,7.00
3677,15/10/13,Test60,-239.00
3678,15/4/17,Test91,-417.99
3679,15/6/7,Test24,-721.00
3680,15/4/11,Test3,-443.00
3681,15/2/6,Test2,130.00
3682,15/6/29,Test33,880.99
3683,15/2/19,Test33,551.00
3684,15/8/20,Test45,-774.00
3685,15/10/15,Test59,874.00
3686,15/2/4,Test73,70.00
3687,15/1/21,Test52,111.00
3688,15/9/30,Test56,-628.99
3689,15/10/5,Test63,-434.00
3690,15/2/23,Test44,369.00
3691,15/2/8,Test10,349.00
3692,15/1/24,Test87,381.00
3693,15/8/22,Test81,58.00
3694,15/5/19,Test23,-435.00
3695,15/8/8,Test40,888.00
3696,15/9/17,Test31,-802.99
3697,15/2/23,Test78,342.00
3698,15/8/8,Test74,679.99
3699,15/10/9,Test30,-440.00
3700,15/8/8,Test77,248.00
3701,15/7/10,Test59,276.00
3702,15/12/14,Test58,-192.00
3703,15/9/29,Test88,-775.00
3704,15/10/7,Test58,-453.00
3705,15/2/10,Test83,999.99
3706,15/2/17,Test61,-537.00
3707,15/6/20,Test97,737.99
3708,15/11/28,Test65,-996.00
3709,15/12/27,Test66,856.00
3710,15/3/23,Test27,224.00
3711,15/5/5,Test66,986.00
3712,15/9/22,Test8,961.00
3713,15/6/9,Test31,-335.00
3714,15/1/31,Test1,515.00
3715,15/3/23,Test87,373.00
3716,15/6/8,Test30,-209.00
3717,15/2/18,Test8,-954.00
3718,15/9/1,Test69,-457.00
3719,15/2/18,Test74,56.99
3720,15/12/3,Test58,794.00
3721,15/1/29,Test54,-121.99
3722,15/8/26,Test45,-621.99
3723,15/12/27,Test11,150.99
3724,15/12/25,Test86,-236.00
3725,15/3/20,Test88,226.99
3726,15/11/4,Test98,182.00
3727,15/9/2,Test74,539.00
3728,15/2/26,Test70,-524.00
3729,15/4/15,Test26,569.00
3730,15/8/18,Test93,421.00
3731,15/11/19,Test15,-995.99
3732,15/7/1,Test50,447.99
3733,15/1/1,Test12,-806.99
3734,15/2/3,Test22,-330.00
3735,15/3/15,Test57,-338.00
3736,15/8/6,Test74,559.00
3737,15/9/25,Test77,-954.00
3738,15/4/3,Test96,808.00
3739,15/5/4,Test84,45.99
3740,15/12/14,Test69,982.00
3741,15/12/30,Test68,277.00
3742,15/7/5,Test33,-792.00
3743,15/5/8,Test49,290.00
3744,15/10/10,Test60,-836.00
3745,15/11/26,Test74,914.00
3746,15/10/13,Test51,62.99
3747,15/3/5,Test31,-212.99
3748,15/7/6,Test25,989.00
3749,15/9/11,Test46,-421.00
3750,15/8/21,Test9,358.99
3751,15/11/6,Test98,-814.99
3752,15/3/13,Test89,671.99
3753,15/1/7,Test48,-992.00
3754,15/2/7,Test40,430.00
3755,15/5/30,Test70,699.00
3756,15/12/19,Test29,-748.99
3757,15/4/8,Test67,-699.00
3758,15/12/11,Test23,251.00
3759,15/6/14,Test90,-291.00
3760,15/1/6,Test17,-292.00
3761,15/2/21,Test41,646.00
3762,15/12/11,Test28,891.99
3763,15/10/10,Test85,-62.00
3764,15/8/29,Test28,-210.00
3765,15/2/23,Test55,264.99
3766,15/1/28,Test86,-819.00
3767,15/6/31,Test99,-224.00
3768,15/5/7,Test36,128.00
3769,15/8/14,Test1,536.00
3770,15/11/8,Test86,-173.99
3771,15/2/28,Test70,400.00
3772,15/1/19,Test95,-175.00
3773,15/2/31,Test31,171.99
3774,15/8/8,Test13,853.00
3775,15/7/14,Test48,-104.00
3776,15/3/24,Test15,-69.99
3777,15/1/10,Test79,908.99
3778,15/10/12,Test60,246.00
3779,15/1/13,Test27,-230.00
3780,15/4/24,Test93,734.00
3781,15/5/30,Test71,619.00
3782,15/7/22,Test61,-113.00
3783,15/12/25,Test76,-644.00
3784,15/3/6,Test21,-626.00
3785,15/4/11,Test72,642.00
3786,15/6/9,Test8,958.00
3787,15/10/26,Test81,578.99
3788,15/1/16,Test8,125.00
3789,15/11/8,Test53,-730.99
3790,15/8/10,Test9,-271.00
3791,15/1/14,Test15,661.00
3792,15/7/13,Test8,326.00
3793,15/4/19,Test96,260.00
3794,15/5/29,Test45,-494.99
3795,15/9/21,Test64,-191.00
3796,15/8/1,Test77,56.00
3797,15/10/22,Test50,549.00
3798,15/2/17,Test57,-534.00
3799,15/8/24,Test58,-190.00
3800,15/6/1,Test17,56.99
3801,15/3/8,Test47,785.00
3802,15/10/7,Test46,516.00
3803,15/8/15,Test26,-237.00
3804,15/3/22,Test73,-614.00
3805,15/11/22,Test94,-527.00
3806,15/5/31,Test1,-75.00
3807,15/6/26,Test26,-531.99
3808,15/8/19,Test43,913.00
3809,15/11/16,Test21,860.99
3810,15/1/1,Test21,-605.00
3811,15/6/13,Test66,-838.00
3812,15/9/1,Test85,53.00
3813,15/10/7,Test54,109.00
3814,15/10/2,Test58,271.00
3815,15/2/15,Test82,-345.99
3816,15/3/31,Test85,-382.99
3817,15/2/10,Test53,-40.00
3818,15/3/16,Test31,236.99
3819,15/9/20,Test57,-419.00
3820,15/2/6,Test5,-15.00
3821,15/2/24,Test61,714.00
3822,15/1/31,Test24,-324.00
3823,15/4/27,Test14,538.00
3824,15/9/31,Test21,-937.00
3825,15/12/21,Test43,759.00
3826,15/6/25,Test33,-371.00
3827,15/2/14,Test44,255.99
3828,15/5/30,Test87,-884.00
3829,15/10/1,Test66,-303.00
3830,15/12/28,Test95,738.00
3831,15/7/23,Test15,-697.00
3832,15/5/13,Test72,601.00
3833,15/9/13,Test26,230.00
3834,15/5/30,Test25,672.00
3835,15/12/27,Test17,-262.00
3836,15/5/4,Test55,-746.00
3837,15/7/23,Test92,-634.00
3838,15/2/3,Test2,42.99
3839,15/10/18,Test14,-641.99
3840,15/10/30,Test38,680.00
3841,15/4/4,Test40,140.00
3842,15/12/8,Test25,517.00
3843,15/11/30,Test12,-258.00
3844,15/5/22,Test28,720.00
3845,15/7/19,Test98,-43.00
3846,15/9/22,Test67,243.00
3847,15/11/9,Test79,-396.00
3848,15/9/10,Test49,-617.00
3849,15/7/12,Test67,-670.00
3850,15/4/27,Test83,14.00
3851,15/6/31,Test72,855.00
3852,15/2/23,Test60,833.00
3853,15/12/26,Test94,589.00
3854,15/6/30,Test69,-897.00
3855,15/5/30,Test88,-28.00
3856,15/7/16,Test64,141.99
3857,15/2/4,Test47,-326.00
3858,15/7/25,Test17,-995.00
3859,15/7/17,Test9,53.00
3860,15/5/20,Test57,-343.99
3861,15/8/26,Test67,461.99
3862,15/1/5,Test77,-654.00
3863,15/9/24,Test80,-52.00
3864,15/1/4,Test27,-748.00
3865,15/2/14,Test84,334.00
3866,15/5/17,Test57,980.00
3867,15/5/1,Test11,-452.00
3868,15/5/3,Test39,528.00
3869,15/8/9,Test12,-543.99
3870,15/9/15,Test89,30.00
3871,15/9/6,Test25,-907.00
3872,15/5/23,Test22,-662.00
3873,15/3/30,Test15,-243.00
3874,15/9/27,Test56,-405.99
3875,15/11/22,Test67,-924.00
3876,15/4/1,Test16,-217.00
3877,15/6/26,Test32,-586.99
3878,15/6/10,Test36,-974.00
3879,15/2/23,Test19,-894.00
3880,15/8/27,Test25,391.00
3881,15/11/10,Test40,-988.00
3882,15/10/9,Test81,207.00
3883,15/11/14,Test73,787.00
3884,15/9/9,Test61,561.99
3885,15/7/9,Test45,632.00
3886,15/2/27,Test71,-720.00
3887,15/11/11,Test55,-97.00
3888,15/9/6,Test83,656.99
3889,15/5/8,Test34,-814.00
3890,15/2/2,Test30,48.99
3891,15/2/8,Test69,-931.00
3892,15/4/9,Test4,360.00
3893,15/10/10,Test91,-876.00
3894,15/3/6,Test12,-690.00
3895,15/9/28,Test40,88.00
3896,15/2/13,Test39,-474.00
3897,15/1/23,Test41,-19.99
3898,15/12/4,Test99,-477.99
3899,15/2/8,Test92,-718.99
3900,15/5/14,Test53,-100.00
3901,15/1/13,Test64,-729.00
3902,15/3/20,Test89,-210.99
3903,15/6/11,Test4,-284.00
3904,15/3/18,Test15,757.00
3905,15/3/2,Test60,178.00
3906,15/4/26,Test6,586.00
3907,15/7/31,Test42,522.00
3908,15/5/19,Test1,865.00
3909,15/10/22,Test74,-542.99
3910,15/5/14,Test53,-502.00
3911,15/8/2,Test90,502.00
3912,15/10/6,Test27,-470.00
3913,15/8/5,Test53,958.00
3914,15/5/21,Test80,262.00
3915,15/3/20,Test77,-370.99
3916,15/4/28,Test39,144.00
3917,15/1/21,Test17,98.99
3918,15/6/3,Test6,-656.00
3919,15/2/4,Test64,-578.00
3920,15/12/9,Test86,289.99
3921,15/5/8,Test14,589.99
3922,15/1/28,Test29,-440.00
3923,15/9/12,Test11,905.00
3924,15/6/16,Test55,-731.00
3925,15/3/25,Test67,684.00
3926,15/6/23,Test42,-908.00
3927,15/1/23,Test86,835.99
3928,15/10/15,Test21,688.99
3929,15/5/17,Test84,-362.00
3930,15/10/6,Test51,-620.00
3931,15/3/29,Test91,139.99
3932,15/12/21,Test96,-169.00
3933,15/8/11,Test32,225.00
3934,15/4/11,Test57,-606.99
3935,15/1/17,Test4,695.00
3936,15/9/27,Test31,585.00
3937,15/3/15,Test12,382.00
3938,15/10/25,Test62,503.99
3939,15/2/21,Test82,949.99
3940,15/8/10,Test74,20.00
3941,15/10/17,Test87,-335.00
3942,15/6/31,Test72,209.00
3943,15/7/12,Test58,22.99
3944,15/7/1,Test8,859.00
3945,15/12/28,Test73,742.00
3946,15/1/15,Test10,872.00
3947,15/3/29,Test32,-651.00
3948,15/10/13,Test3,-208.00
3949,15/1/29,Test42,136.00
3950,15/8/28,Test73,61.00
3951,15/11/6,Test24,-529.00
3952,15/9/5,Test45,-540.00
3953,15/11/20,Test91,646.00
3954,15/5/21,Test16,-703.99
3955,15/4/1,Test22,-198.99
3956,15/5/30,Test30,-146.00
3957,15/5/13,Test90,134.00
3958,15/1/25,Test10,787.00
3959,15/12/19,Test54,-104.00
3960,15/1/14,Test93,683.00
3961,15/1/19,Test100,-30.00
3962,15/8/27,Test15,-432.00
3963,15/5/28,Test45,-615.00
3964,15/5/12,Test13,-851.00
3965,15/4/25,Test16,58.00
3966,15/6/31,Test81,425.00
3967,15/7/5,Test8,-857.00
3968,15/10/28,Test12,-870.99
3969,15/5/19,Test49,-975.00
3970,15/11/20,Test43,541.00
3971,15/5/15,Test85,-4.00
3972,15/10/26,Test50,73.00
3973,15/1/16,Test34,-527.00
3974,15/5/29,Test17,-352.00
