ID,Date,Description,Amount
22877,15/12/12,Test89,-95.99
22878,15/7/6,Test94,-658.00
22879,15/9/15,Test65,-253.00
22880,15/3/30,Test97,-844.00
22881,15/12/4,Test13,281.00
22882,15/10/18,Test62,-254.99
22883,15/7/1,Test33,949.00
22884,15/8/8,Test4,639.00
22885,15/2/6,Test59,-425.99
22886,15/3/5,Test90,259.00
22887,15/7/18,Test93,-141.00
22888,15/10/25,Test72,-173.99
22889,15/8/17,Test47,537.00
22890,15/9/31,Test3,749.00
22891,15/7/9,Test1,-487.00
22892,15/8/13,Test5,-177.99
22893,15/3/24,Test60,758.00
22894,15/5/8,Test73,788.00
22895,15/10/25,Test43,-976.99
22896,15/1/9,Test15,-597.99
22897,15/12/31,Test32,660.00
22898,15/4/15,Test65,1000.00
22899,15/8/31,Test34,867.00
22900,15/2/10,Test4,109.00
22901,15/9/19,Test26,739.99
22902,15/2/12,Test91,-155.00
22903,15/1/5,Test17,919.00
22904,15/1/26,Test14,-562.00
22905,15/4/16,Test96,386.00
22906,15/2/30,Test100,352.00
22907,15/12/5,Test10,461.00
22908,15/9/23,Test74,-815.00
22909,15/10/16,Test52,-290.00
22910,15/5/7,Test24,-841.99
22911,15/7/15,Test94,617.00
22912,15/2/4,Test37,-892.00
22913,15/1/1,Test35,638.00
22914,15/9/1,Test3,-698.99
22915,15/7/24,Test85,-896.99
22916,15/6/8,Test19,-877.00
22917,15/11/11,Test32,-7.00
22918,15/5/3,Test43,487.00
22919,15/12/25,Test94,202.00
22920,15/7/8,Test75,482.00
22921,15/11/17,Test37,-137.00
22922,15/9/8,Test97,147.00
22923,15/7/9,Test4,-648.99
22924,15/4/10,Test65,658.00
22925,15/3/24,Test8,182.00
22926,15/5/29,Test34,863.00
22927,15/1/5,Test54,62.00
22928,15/6/13,Test49,131.00
22929,15/10/25,Test73,-805.00
22930,15/6/16,Test59,-141.99
22931,15/3/11,Test52,250.00
22932,15/2/11,Test17,927.99
22933,15/11/28,Test57,-735.00
22934,15/9/12,Test10,711.99
22935,15/8/21,Test17,744.00
22936,15/4/22,Test68,-50.00
22937,15/11/14,Test66,267.99
22938,15/9/27,Test17,-235.00
22939,15/5/26,Test47,-738.00
22940,15/11/9,Test80,106.00
22941,15/6/4,Test45,111.00
22942,15/6/21,Test5,290.99
22943,15/1/21,Test42,126.00
22944,15/12/3,Test21,855.00
22945,15/7/11,Test53,874.99
22946,15/10/28,Test9,515.00
22947,15/4/12,Test60,-21.00
22948,15/6/22,Test66,994.99
22949,15/3/3,Test33,-553.00
22950,15/11/12,Test1,531.00
22951,15/3/31,Test20,-520.00
22952,15/2/30,Test87,625.00
22953,15/1/31,Test49,239.99
22954,15/12/14,Test83,346.00
22955,15/11/11,Test71,953.00
22956,15/3/10,Test92,-452.99
22957,15/1/10,Test55,-57.99
22958,15/4/23,Test9,-728.99
22959,15/2/28,Test35,935.99
22960,15/2/6,Test14,-555.00
22961,15/12/21,Test17,742.99
22962,15/8/24,Test68,699.00
22963,15/10/5,Test66,-704.00
22964,15/2/27,Test17,377.00
22965,15/4/26,Test6,679.99
22966,15/9/15,Test41,370.00
22967,15/8/25,Test77,563.00
22968,15/2/18,Test82,-109.00
22969,15/9/23,Test11,-65.00
22970,15/7/23,Test32,-1000.00
22971,15/1/2,Test80,46.99
22972,15/8/21,Test31,-723.00
22973,15/2/31,Test61,647.00
22974,15/11/10,Test51,310.99
22975,15/9/25,Test52,-945.00
22976,15/7/24,Test2,-813.00
22977,15/11/7,Test29,-976.00
22978,15/8/30,Test5,-870.00
22979,15/1/11,Test29,-998.99
22980,15/10/12,Test14,937.00
22981,15/10/14,Test90,-819.00
22982,15/8/12,Test70,634.00
22983,15/2/3,Test32,-638.00
22984,15/7/23,Test37,-764.99
22985,15/9/31,Test33,28.00
22986,15/12/10,Test7,404.99
22987,15/6/19,Test97,720.00
22988,15/9/13,Test19,186.00
22989,15/7/9,Test52,775.00
22990,15/5/25,Test2,931.00
22991,15/9/11,Test67,148.00
22992,15/12/18,Test77,848.00
22993,15/4/11,Test56,-981.00
22994,15/10/23,Test24,111.00
22995,15/3/18,Test24,296.00
22996,15/7/25,Test68,-924.00
22997,15/2/3,Test50,-568.00
22998,15/12/30,Test30,-863.00
22999,15/4/30,Test8,251.00
23000,15/6/5,Test28,706.00
23001,15/11/23,Test55,16.00
23002,15/10/7,Test93,-382.00
23003,15/3/2,Test99,534.00
23004,15/5/16,Test72,649.99
23005,15/11/13,Test60,-807.00
23006,15/3/14,Test58,372.00
23007,15/8/21,Test2,-446.00
23008,15/5/3,Test92,690.99
23009,15/11/7,Test26,-552.00
23010,15/5/16,Test59,-523.00
23011,15/8/17,Test49,-772.00
23012,15/7/16,Test90,849.00
23013,15/5/6,Test6,784.00
23014,15/3/18,Test93,-329.00
23015,15/6/8,Test58,-410.00
23016,15/10/12,Test18,694.00
23017,15/12/14,Test23,933.00
23018,15/6/19,Test39,-267.00
23019,15/2/12,Test60,-699.00
23020,15/9/26,Test86,251.00
23021,15/2/19,Test97,-933.00
23022,15/5/11,Test44,63.00
23023,15/3/19,Test87,526.00
23024,15/11/28,Test39,849.00
23025,15/7/5,Test1,50.00
23026,15/10/15,Test36,-548.00
23027,15/10/15,Test34,683.00
23028,15/7/23,Test11,161.00
23029,15/3/7,Test19,-792.00
23030,15/11/20,Test72,571.00
23031,15/10/21,Test36,845.00
23032,15/9/1,Test83,-423.00
23033,15/7/18,Test59,897.00
23034,15/12/6,Test23,-61.00
23035,15/1/28,Test3,174.00
23036,15/6/30,Test11,76.00
23037,15/6/20,Test60,11.00
23038,15/9/14,Test3,460.00
23039,15/11/29,Test83,-68.00
23040,15/9/17,Test77,-908.00
23041,15/11/25,Test33,-689.99
23042,15/5/24,Test55,-398.00
23043,15/4/1,Test19,873.00
23044,15/3/12,Test94,731.00
23045,15/1/14,Test29,-357.00
23046,15/9/15,Test47,-894.00
23047,15/4/6,Test6,527.00
23048,15/8/11,Test11,952.00
23049,15/11/25,Test100,-699.00
23050,15/2/2,Test44,-147.00
23051,15/6/8,Test79,109.00
23052,15/7/4,Test63,741.99
23053,15/2/2,Test33,743.00
23054,15/6/9,Test13,719.00
23055,15/1/11,Test9,-890.00
23056,15/7/6,Test49,526.00
23057,15/4/4,Test87,765.00
23058,15/12/22,Test41,-180.00
23059,15/6/28,Test5,-842.99
23060,15/4/15,Test50,783.00
23061,15/10/26,Test23,-909.00
23062,15/3/9,Test39,698.00
23063,15/6/10,Test11,-789.00
23064,15/2/7,Test98,-447.00
23065,15/11/2,Test37,400.99
23066,15/2/21,Test41,-909.00
23067,15/5/12,Test24,-838.00
23068,15/1/20,Test68,737.00
23069,15/9/20,Test40,-640.00
23070,15/9/20,Test36,789.00
23071,15/8/9,Test60,46.00
23072,15/6/1,Test87,186.99
23073,15/4/30,Test47,-911.00
23074,15/11/23,Test70,669.99
23075,15/1/18,Test12,-857.00
23076,15/10/7,Test5,-707.00
23077,15/6/14,Test71,-541.99
23078,15/9/19,Test80,601.00
23079,15/3/25,Test17,250.00
23080,15/2/1,Test37,-731.00
23081,15/11/9,Test36,324.99
23082,15/1/28,Test2,984.00
23083,15/7/9,Test49,-100.00
23084,15/8/20,Test6,-810.00
23085,15/1/30,Test75,709.00
23086,15/7/29,Test59,-595.99
23087,15/10/21,Test8,558.00
23088,15/12/22,Test71,876.00
23089,15/11/12,Test69,-988.00
23090,15/4/30,Test60,970.00
23091,15/6/6,Test54,-630.00
23092,15/10/29,Test15,177.00
23093,15/1/21,Test2,-885.00
23094,15/3/15,Test94,272.99
23095,15/10/15,Test9,384.00
23096,15/9/24,Test41,-858.00
23097,15/2/15,Test84,-916.00
23098,15/2/9,Test2,-218.00
23099,15/3/18,Test65,912.00
23100,15/1/28,Test17,192.00
23101,15/12/13,Test32,748.00
23102,15/7/16,Test9,-862.99
23103,15/8/29,Test34,-961.99
23104,15/6/15,Test84,641.00
23105,15/1/21,Test34,-116.00
23106,15/5/18,Test45,453.00
23107,15/5/9,Test24,-785.99
23108,15/8/13,Test63,-662.00
23109,15/4/3,Test74,246.00
23110,15/6/11,Test92,-682.99
23111,15/6/26,Test88,931.00
23112,15/2/13,Test58,454.00
23113,15/7/20,Test28,54.00
23114,15/1/6,Test40,-512.99
23115,15/3/20,Test35,346.00
23116,15/1/30,Test42,807.00
23117,15/9/20,Test97,-975.00
23118,15/6/12,Test52,403.00
23119,15/1/30,Test47,-858.00
23120,15/7/25,Test84,-787.00
23121,15/2/27,Test31,685.00
23122,15/8/15,Test48,-21.00
23123,15/6/26,Test7,-125.00
23124,15/4/3,Test17,-548.00
23125,15/8/15,Test31,-907.00
23126,15/1/18,Test26,-466.00
23127,15/4/21,Test11,-281.00
23128,15/3/17,Test71,998.00
23129,15/11/30,Test74,132.00
23130,15/2/2,Test35,337.00
23131,15/5/22,Test52,-580.99
23132,15/2/25,Test33,-840.00
23133,15/6/9,Test90,-175.99
23134,15/10/26,Test100,172.99
23135,15/11/22,Test29,307.99
23136,15/9/21,Test45,-16.00
23137,15/2/14,Test98,772.00
23138,15/1/30,Test64,878.00
23139,15/5/17,Test88,549.00
23140,15/4/3,Test19,-273.99
23141,15/1/19,Test86,882.00
23142,15/6/4,Test19,-336.00
23143,15/10/17,Test13,-50.99
23144,15/5/21,Test68,-194.00
23145,15/3/7,Test47,988.00
23146,15/8/28,Test35,901.00
23147,15/2/8,Test67,-875.00
23148,15/7/24,Test46,-623.00
23149,15/7/16,Test27,-181.00
23150,15/1/27,Test98,-687.00
23151,15/5/22,Test47,-707.00
23152,15/9/28,Test63,-477.00
23153,15/2/28,Test7,106.00
23154,15/5/21,Test66,802.00
23155,15/8/8,Test69,903.00
23156,15/5/16,Test68,-995.00
23157,15/1/30,Test31,1000.00
23158,15/3/5,Test32,-102.00
23159,15/10/28,Test32,-458.00
23160,15/10/9,Test28,522.00
23161,15/10/7,Test89,963.99
23162,15/2/1,Test66,-765.00
23163,15/6/15,Test34,509.00
23164,15/5/16,Test36,104.99
23165,15/5/31,Test77,-688.99
23166,15/2/10,Test17,828.00
23167,15/4/14,Test46,-244.00
23168,15/5/31,Test53,650.00
23169,15/6/10,Test86,-25.99
23170,15/9/23,Test15,-55.99
23171,15/11/20,Test81,428.00
23172,15/6/18,Test18,-941.99
23173,15/12/15,Test62,-218.00
23174,15/7/5,Test57,838.00
23175,15/8/11,Test8,-210.00
23176,15/6/15,Test74,479.00
23177,15/6/22,Test7,-652.00
23178,15/2/18,Test41,434.99
23179,15/3/14,Test4,676.00
23180,15/7/16,Test67,-623.00
23181,15/3/25,Test5,760.00
23182,15/12/8,Test15,129.00
23183,15/9/30,Test87,630.00
23184,15/3/22,Test16,872.00
23185,15/9/7,Test14,921.00
23186,15/8/22,Test14,288.00
23187,15/2/10,Test2,-679.00
23188,15/4/9,Test40,-979.99
23189,15/5/17,Test56,684.00
23190,15/12/18,Test65,702.00
23191,15/3/1,Test80,668.00
23192,15/10/24,Test90,514.00
23193,15/10/17,Test24,-512.00
23194,15/9/16,Test54,-598.00
23195,15/12/17,Test58,403.00
23196,15/8/12,Test66,-156.00
23197,15/1/10,Test18,-380.00
23198,15/11/12,Test77,-67.99
23199,15/3/16,Test7,-171.00
23200,15/2/3,Test8,685.00
23201,15/11/1,Test17,380.00
23202,15/3/7,Test71,238.00
23203,15/5/5,Test67,782.99
23204,15/4/20,Test4,614.00
23205,15/2/14,Test11,635.00
23206,15/5/17,Test3,-981.00
23207,15/10/10,Test51,916.00
23208,15/3/20,Test63,562.00
23209,15/3/14,Test75,-161.00
23210,15/7/26,Test13,146.00
23211,15/1/2,Test23,123.00
23212,15/1/21,Test59,700.00
23213,15/2/26,Test35,340.00
23214,15/5/30,Test92,-172.99
23215,15/9/13,Test91,914.00
23216,15/4/12,Test75,102.00
23217,15/7/31,Test86,-585.99
23218,15/12/20,Test93,780.00
23219,15/5/27,Test41,747.00
23220,15/9/10,Test34,299.99
23221,15/2/20,Test20,-626.00
23222,15/1/14,Test53,-161.99
23223,15/4/15,Test73,-315.00
23224,15/9/9,Test9,-861.00
23225,15/1/17,Test99,-934.00
23226,15/5/3,Test39,181.00
23227,15/2/26,Test97,479.00
23228,15/2/13,Test32,-46.00
23229,15/6/11,Test57,-291.00
23230,15/9/5,Test25,-917.00
23231,15/1/22,Test9,636.00
23232,15/8/2,Test72,-110.99
23233,15/5/1,Test100,-999.00
23234,15/7/15,Test88,132.00
23235,15/5/22,Test19,-906.00
23236,15/1/10,Test45,509.00
23237,15/12/13,Test93,638.99
23238,15/11/26,Test26,-498.99
23239,15/2/29,Test38,-85.00
23240,15/1/13,Test8,205.00
23241,15/8/19,Test48,991.00
23242,15/6/12,Test56,-491.00
23243,15/11/13,Test96,-929.00
23244,15/8/3,Test4,-313.00
23245,15/5/3,Test94,-289.00
23246,15/6/4,Test8,145.00
23247,15/7/14,Test74,-834.00
23248,15/9/13,Test64,-618.99
23249,15/11/9,Test52,673.00
23250,15/2/20,Test66,727.99
23251,15/11/5,Test9,13.00
23252,15/8/11,Test74,347.00
23253,15/10/5,Test95,-382.00
23254,15/11/9,Test55,486.00
23255,15/3/23,Test54,-319.00
23256,15/6/24,Test81,951.99
23257,15/12/29,Test3,-68.00
23258,15/3/6,Test25,863.00
23259,15/10/31,Test61,-844.99
23260,15/9/31,Test71,131.00
23261,15/9/24,Test70,-963.00
23262,15/11/29,Test57,-228.00
23263,15/3/15,Test74,-447.00
23264,15/4/27,Test88,-2.00
23265,15/1/23,Test97,171.00
23266,15/6/22,Test17,304.99
23267,15/9/17,Test40,-905.00
23268,15/11/27,Test24,853.00
23269,15/9/6,Test70,-567.00
23270,15/4/10,Test3,-919.99
23271,15/4/30,Test79,878.00
23272,15/8/17,Test89,-262.00
23273,15/11/24,Test84,-206.00
23274,15/4/27,Test95,-319.00
23275,15/1/1,Test11,764.00
23276,15/1/5,Test1,905.00
23277,15/9/15,Test3,-225.00
23278,15/1/22,Test67,-177.99
23279,15/2/25,Test77,-704.00
23280,15/3/12,Test45,-279.00
23281,15/1/4,Test78,618.99
23282,15/11/21,Test20,-921.00
23283,15/3/1,Test42,995.00
23284,15/12/7,Test6,-258.00
23285,15/8/19,Test97,204.00
23286,15/10/13,Test16,234.00
23287,15/7/3,Test69,-401.00
23288,15/8/22,Test35,-516.00
23289,15/4/2,Test72,-828.00
23290,15/12/21,Test25,758.00
23291,15/11/23,Test86,-222.00
23292,15/12/19,Test43,880.00
23293,15/12/18,Test10,-708.00
23294,15/3/27,Test73,-36.00
23295,15/7/9,Test67,-837.99
23296,15/6/10,Test16,-765.00
23297,15/12/7,Test37,-963.00
23298,15/5/26,Test21,312.99
23299,15/8/25,Test61,-365.00
23300,15/8/2,Test45,439.99
23301,15/5/29,Test65,492.00
23302,15/4/18,Test81,384.00
23303,15/8/22,Test61,-570.00
23304,15/4/25,Test1,321.99
23305,15/2/28,Test16,579.00
23306,15/12/15,Test66,840.00
23307,15/5/8,Test82,154.00
23308,15/12/9,Test75,-539.00
23309,15/1/22,Test13,-963.99
23310,15/6/9,Test44,-233.00
23311,15/6/16,Test92,567.00
23312,15/6/4,Test77,433.00
23313,15/5/24,Test97,-251.00
23314,15/10/13,Test27,-866.00
23315,15/7/25,Test24,386.00
23316,15/12/24,Test28,329.00
23317,15/4/30,Test35,597.00
23318,15/2/25,Test7,-731.00
23319,15/3/22,Test3,424.00
23320,15/6/15,Test94,-683.00
23321,15/4/27,Test27,-116.00
23322,15/12/5,Test86,-78.00
23323,15/1/18,Test14,-638.00
23324,15/11/11,Test28,-659.99
23325,15/4/22,Test79,80.00
23326,15/1/4,Test3,-629.00
23327,15/5/3,Test89,-350.00
23328,15/3/5,Test76,-237.00
23329,15/12/31,Test12,-840.00
23330,15/10/17,Test39,-210.99
23331,15/4/23,Test17,-601.00
23332,15/3/14,Test12,-731.00
23333,15/6/1,Test93,-970.00
23334,15/2/23,Test29,343.00
23335,15/9/26,Test74,-840.00
23336,15/6/11,Test35,-993.00
23337,15/9/10,Test76,275.99
23338,15/12/31,Test52,-418.00
23339,15/8/6,Test87,-276.00
23340,15/2/27,Test51,-419.00
23341,15/12/6,Test34,-634.00
23342,15/6/4,Test38,883.99
23343,15/8/23,Test69,309.00
23344,15/9/29,Test65,222.00
23345,15/2/4,Test91,-628.00
23346,15/7/10,Test78,-745.00
23347,15/5/11,Test35,20.99
23348,15/7/30,Test50,-722.99
23349,15/12/8,Test24,940.00
23350,15/1/12,Test48,-788.00
23351,15/12/10,Test91,646.99
23352,15/7/1,Test72,953.00
23353,15/5/20,Test94,-910.00
23354,15/2/24,Test45,-875.00
23355,15/4/25,Test64,654.00
23356,15/5/1,Test5,-469.00
23357,15/4/3,Test8,960.00
23358,15/3/15,Test48,800.00
23359,15/3/22,Test25,-737.00
23360,15/8/25,Test86,974.00
23361,15/1/12,Test19,157.00
23362,15/10/16,Test63,507.00
23363,15/4/15,Test34,52.00
23364,15/12/19,Test82,-870.00
23365,15/5/2,Test2,-812.00
23366,15/7/6,Test18,580.00
23367,15/5/11,Test38,-698.99
23368,15/8/11,Test4,-685.00
23369,15/9/24,Test51,-761.00
23370,15/3/19,Test6,-924.00
23371,15/6/9,Test6,-363.00
23372,15/7/8,Test83,-992.00
23373,15/9/18,Test5,736.00
23374,15/8/12,Test72,773.00
23375,15/7/11,Test77,-223.00
23376,15/7/25,Test37,399.99
23377,15/8/27,Test11,559.00
23378,15/3/19,Test43,-550.99
23379,15/4/23,Test93,930.00
23380,15/5/16,Test73,700.00
23381,15/11/29,Test11,-775.00
23382,15/8/15,Test25,867.00
23383,15/4/4,Test41,787.00
23384,15/10/13,Test39,343.99
23385,15/8/17,Test9,780.00
23386,15/6/13,Test6,-865.00
23387,15/10/26,Test66,-354.00
23388,15/2/5,Test50,295.99
23389,15/7/23,Test4,33.99
23390,15/2/27,Test30,-476.00
23391,15/8/13,Test96,964.00
23392,15/1/8,Test88,434.00
23393,15/5/7,Test47,361.00
23394,15/1/3,Test36,-363.00
23395,15/12/13,Test77,558.00
23396,15/1/3,Test25,637.00
23397,15/10/1,Test49,489.99
23398,15/3/8,Test62,976.00
23399,15/11/2,Test56,61.00
23400,15/12/5,Test83,-228.99
23401,15/2/24,Test55,-813.00
23402,15/5/14,Test98,-716.00
23403,15/2/15,Test33,664.99
23404,15/8/16,Test23,973.00
23405,15/2/23,Test38,359.00
23406,15/9/8,Test94,-460.00
23407,15/7/24,Test26,290.00
23408,15/10/17,Test48,275.00
23409,15/11/23,Test12,-634.99
23410,15/4/18,Test87,637.99
23411,15/11/3,Test86,-887.00
23412,15/7/13,Test19,-635.00
23413,15/12/12,Test61,397.00
23414,15/4/29,Test70,838.00
23415,15/4/22,Test51,-94.00
23416,15/3/22,Test7,-629.00
23417,15/12/12,Test53,541.00
23418,15/12/9,Test17,507.00
23419,15/3/10,Test80,-66.00
23420,15/12/15,Test98,-485.00
23421,15/1/10,Test93,-141.00
23422,15/6/29,Test45,-575.00
23423,15/3/9,Test89,-223.99
23424,15/1/22,Test99,54.99
23425,15/5/17,Test12,-22.00
23426,15/5/31,Test37,-650.00
23427,15/1/27,Test68,259.99
23428,15/2/4,Test36,-948.00
23429,15/8/25,Test57,816.00
23430,15/1/26,Test100,-364.00
23431,15/2/7,Test74,-305.00
23432,15/8/7,Test50,-759.99
23433,15/6/9,Test17,-308.00
23434,15/3/1,Test94,-261.00
23435,15/11/3,Test14,246.99
23436,15/7/1,Test28,659.00
23437,15/12/31,Test72,806.00
23438,15/5/15,Test10,84.00
23439,15/3/13,Test3,-709.00
23440,15/6/8,Test8,-129.00
23441,15/6/18,Test31,802.00
23442,15/8/5,Test28,544.00
23443,15/7/10,Test98,-912.99
23444,15/4/14,Test36,-946.00
23445,15/3/21,Test82,21.99
23446,15/5/5,Test34,790.00
23447,15/2/27,Test57,446.00
23448,15/5/12,Test50,-476.99
23449,15/7/16,Test88,237.99
23450,15/1/6,Test18,719.00
23451,15/6/19,Test21,723.00
23452,15/7/10,Test28,-539.00
23453,15/8/17,Test65,689.00
23454,15/12/22,Test66,427.00
23455,15/11/5,Test75,-333.00
23456,15/1/5,Test24,-89.00
23457,15/3/13,Test85,543.99
23458,15/7/2,Test40,-236.00
23459,15/8/31,Test96,810.00
23460,15/1/26,Test36,-79.00
23461,15/3/8,Test56,534.99
23462,15/2/28,Test22,879.00
23463,15/9/21,Test34,124.00
23464,15/7/25,Test1,537.00
23465,15/9/30,Test23,-647.00
23466,15/12/24,Test34,122.99
23467,15/3/9,Test9,418.00
23468,15/5/12,Test25,-55.00
23469,15/10/15,Test84,363.00
23470,15/1/10,Test50,648.00
23471,15/12/24,Test3,770.00
23472,15/12/2,Test66,97.00
23473,15/10/10,Test44,-585.00
23474,15/10/15,Test48,-804.99
23475,15/10/3,Test41,-813.99
23476,15/6/23,Test59,-813.00
23477,15/1/27,Test78,710.00
23478,15/11/30,Test26,-346.00
23479,15/3/4,Test38,238.00
23480,15/2/11,Test87,169.99
23481,15/12/10,Test14,-698.00
23482,15/6/21,Test44,330.99
23483,15/9/23,Test99,33.00
23484,15/9/14,Test7,-141.00
23485,15/9/3,Test15,-927.00
23486,15/1/17,Test63,924.00
23487,15/5/14,Test25,-57.00
23488,15/3/26,Test88,-995.00
23489,15/6/1,Test26,-721.00
23490,15/3/17,Test36,289.00
23491,15/12/15,Test55,-219.00
23492,15/6/10,Test33,-3.00
23493,15/8/19,Test81,-474.00
23494,15/9/6,Test25,-304.00
23495,15/2/17,Test4,-759.00
23496,15/3/24,Test74,-338.00
23497,15/4/30,Test56,-256.00
23498,15/5/23,Test85,928.99
23499,15/4/19,Test60,440.00
23500,15/4/14,Test53,-90.00
23501,15/3/27,Test9,-277.00
23502,15/2/26,Test44,254.00
23503,15/2/16,Test12,401.00
23504,15/5/24,Test85,909.99
23505,15/9/4,Test9,751.99
23506,15/8/12,Test16,-11.00
23507,15/5/10,Test9,369.00
23508,15/1/15,Test96,264.00
23509,15/6/12,Test44,97.99
23510,15/10/20,Test95,-842.99
23511,15/11/13,Test47,271.00
23512,15/5/29,Test7,-845.99
23513,15/12/20,Test52,-390.99
23514,15/8/5,Test24,157.00
23515,15/12/30,Test23,384.99
23516,15/8/17,Test74,-283.00
23517,15/3/23,Test7,-982.00
23518,15/6/25,Test59,-474.00
23519,15/1/18,Test92,550.00
23520,15/10/3,Test16,373.00
23521,15/8/24,Test29,956.00
23522,15/5/27,Test67,-143.00
23523,15/11/18,Test60,637.00
23524,15/2/27,Test75,-840.00
23525,15/5/12,Test72,-536.00
23526,15/4/7,Test85,825.00
23527,15/7/30,Test22,-977.00
23528,15/11/26,Test52,895.00
23529,15/3/7,Test86,-671.00
23530,15/6/22,Test37,733.00
23531,15/11/1,Test29,-905.00
23532,15/7/28,Test35,437.99
23533,15/3/22,Test55,-494.00
23534,15/5/5,Test1,-499.00
23535,15/10/15,Test57,382.00
23536,15/9/8,Test15,-848.00
23537,15/2/5,Test17,-751.00
23538,15/2/28,Test72,-532.00
23539,15/1/8,Test45,-226.00
23540,15/4/9,Test39,-447.00
23541,15/7/22,Test71,592.99
23542,15/11/15,Test18,-7.00
23543,15/5/9,Test22,-564.00
23544,15/3/1,Test34,-733.00
23545,15/6/5,Test24,897.00
23546,15/6/16,Test23,-558.00
23547,15/4/10,Test81,-168.00
23548,15/6/14,Test100,714.99
23549,15/9/8,Test71,-507.00
23550,15/4/19,Test17,217.00
23551,15/3/9,Test90,-73.99
23552,15/3/19,Test66,532.00
23553,15/2/3,Test8,-721.00
23554,15/2/29,Test20,-308.00
23555,15/1/7,Test99,-698.00
23556,15/9/6,Test59,723.00
23557,15/2/19,Test31,12.00
23558,15/10/5,Test55,-186.00
23559,15/10/9,Test1,-26.00
23560,15/2/27,Test85,-780.00
23561,15/10/14,Test43,-216.00
23562,15/3/19,Test22,72.00
23563,15/6/14,Test6,-556.99
23564,15/11/11,Test11,407.00
23565,15/7/24,Test43,661.00
23566,15/3/23,Test34,371.00
23567,15/3/21,Test78,-313.00
23568,15/5/2,Test14,571.00
23569,15/11/22,Test30,145.00
23570,15/7/18,Test11,829.00
23571,15/7/6,Test6,470.99
23572,15/6/8,Test43,-337.00
23573,15/5/28,Test98,721.00
23574,15/9/13,Test67,-947.00
23575,15/6/14,Test84,461.00
23576,15/2/22,Test39,-591.00
23577,15/12/21,Test87,-172.00
23578,15/11/24,Test18,-104.99
23579,15/9/19,Test38,-746.99
23580,15/3/21,Test98,-984.00
23581,15/12/10,Test51,786.00
23582,15/7/6,Test43,-725.00
23583,15/5/31,Test84,-492.00
23584,15/6/19,Test48,-410.00
23585,15/12/29,Test73,-490.00
23586,15/6/16,Test17,257.99
23587,15/11/1,Test64,-748.00
23588,15/8/14,Test36,-494.00
23589,15/7/11,Test81,484.00
23590,15/1/3,Test3,-741.00
23591,15/4/16,Test70,-566.00
23592,15/4/5,Test29,-509.00
23593,15/1/15,Test11,-195.00
23594,15/8/2,Test88,-662.99
23595,15/10/17,Test17,21.99
23596,15/3/24,Test11,407.00
23597,15/3/11,Test33,190.00
23598,15/4/17,Test36,-419.00
23599,15/11/26,Test10,930.00
23600,15/9/15,Test45,144.00
23601,15/2/4,Test84,852.00
23602,15/6/21,Test5,-51.00
23603,15/2/9,Test90,-186.00
23604,15/12/3,Test2,-100.99
23605,15/12/4,Test82,-79.00
23606,15/6/1,Test100,-168.99
23607,15/1/25,Test73,45.00
23608,15/3/29,Test52,309.00
23609,15/4/1,Test24,-196.99
23610,15/4/9,Test40,-634.00
23611,15/12/10,Test9,169.00
23612,15/3/7,Test32,-683.99
23613,15/2/21,Test50,-885.00
23614,15/1/9,Test43,403.00
23615,15/10/18,Test66,99.00
23616,15/4/23,Test24,-391.00
23617,15/11/23,Test6,5.00
23618,15/6/2,Test89,242.00
23619,15/7/28,Test56,968.00
23620,15/10/23,Test75,423.00
23621,15/4/2,Test99,-696.99
23622,15/9/9,Test58,166.00
23623,15/11/31,Test93,526.99
23624,15/9/11,Test64,-127.99
23625,15/6/1,Test43,979.00
23626,15/3/14,Test50,423.00
23627,15/5/9,Test88,900.99
23628,15/10/6,Test57,-309.99
23629,15/1/25,Test6,86.99
23630,15/10/27,Test1,498.99
23631,15/5/16,Test69,800.00
23632,15/1/23,Test16,995.00
23633,15/8/8,Test85,-340.00
23634,15/9/5,Test97,-853.99
23635,15/3/13,Test43,290.00
23636,15/9/24,Test34,82.00
23637,15/10/14,Test57,-672.99
23638,15/2/23,Test32,-570.00
23639,15/6/10,Test20,-730.00
23640,15/6/9,Test53,-765.00
23641,15/1/30,Test78,-534.99
23642,15/4/27,Test88,-94.00
23643,15/10/8,Test67,-624.00
23644,15/8/16,Test59,331.00
23645,15/5/24,Test1,-861.00
23646,15/2/27,Test89,-505.00
23647,15/2/21,Test70,369.00
23648,15/4/29,Test45,-209.00
23649,15/1/7,Test10,-559.00
23650,15/2/7,Test6,-636.00
23651,15/7/4,Test31,314.00
23652,15/6/21,Test54,480.00
23653,15/10/18,Test15,-931.00
23654,15/3/12,Test64,76.99
23655,15/9/10,Test71,-879.00
23656,15/4/11,Test26,287.00
23657,15/5/16,Test16,-385.00
23658,15/6/21,Test15,-231.00
23659,15/5/16,Test45,-701.99
23660,15/4/4,Test9,359.99
23661,15/10/14,Test64,-622.99
23662,15/7/13,Test55,-372.00
23663,15/12/5,Test28,-776.00
23664,15/3/1,Test77,-717.99
23665,15/4/17,Test52,654.99
23666,15/7/19,Test48,305.99
23667,15/3/25,Test65,-137.00
23668,15/10/1,Test35,-1000.00
23669,15/5/19,Test15,502.00
23670,15/7/31,Test10,862.00
23671,15/8/10,Test18,-197.00
23672,15/9/13,Test36,-873.00
23673,15/6/4,Test41,-943.99
23674,15/6/14,Test33,-999.99
