ID,Date,Description,Amount
2142,15/12/31,Test36,115.99
2143,15/10/18,Test93,-32.00
2144,15/7/30,Test81,209.00
2145,15/7/25,Test44,-905.00
2146,15/5/14,Test38,135.00
2147,15/1/20,Test97,-412.99
2148,15/1/6,Test60,-246.99
2149,15/10/26,Test100,912.00
2150,15/8/11,Test94,-634.00
2151,15/2/18,Test24,-517.00
2152,15/1/17,Test70,-424.00
2153,15/10/9,Test53,-797.00
2154,15/7/22,Test8,459.99
2155,15/12/18,Test45,-535.00
2156,15/11/8,Test54,-991.00
2157,15/5/25,Test2,-57.00
2158,15/5/12,Test48,712.00
2159,15/9/2,Test16,-405.00
2160,15/3/18,Test62,-815.00
2161,15/8/9,Test21,-210.99
2162,15/12/23,Test33,-905.00
2163,15/1/28,Test39,-590.00
2164,15/2/25,Test90,209.00
2165,15/1/5,Test24,-330.99
2166,15/8/15,Test47,-337.00
2167,15/12/23,Test5,26.00
2168,15/6/11,Test37,331.00
2169,15/9/15,Test35,-401.00
2170,15/4/10,Test44,272.00
2171,15/3/14,Test29,-475.00
2172,15/3/15,Test27,-684.00
2173,15/7/10,Test50,-579.00
2174,15/3/29,Test60,-358.00
2175,15/5/22,Test97,-185.00
2176,15/6/20,Test86,431.00
2177,15/10/23,Test54,842.99
2178,15/3/27,Test37,164.00
2179,15/12/24,Test22,122.00
2180,15/11/20,Test85,422.99
2181,15/12/31,Test7,-305.00
2182,15/3/20,Test86,-63.00
2183,15/2/4,Test35,519.99
2184,15/6/23,Test1,-52.00
2185,15/7/31,Test45,-329.99
2186,15/2/21,Test77,339.00
2187,15/5/19,Test36,-44.00
2188,15/3/4,Test69,-311.00
2189,15/2/6,Test93,-306.00
2190,15/5/30,Test16,-16.00
2191,15/12/28,Test93,-132.00
2192,15/5/10,Test4,212.00
2193,15/9/23,Test41,-201.99
2194,15/1/29,Test53,564.00
2195,15/7/26,Test39,-613.99
2196,15/5/28,Test9,491.00
2197,15/6/3,Test35,-823.00
2198,15/4/21,Test68,-26.00
2199,15/10/30,Test63,-188.00
2200,15/2/11,Test60,-335.99
2201,15/6/29,Test7,-102.00
2202,15/3/2,Test77,-895.00
2203,15/4/30,Test74,-836.00
2204,15/5/5,Test44,-817.00
2205,15/5/13,Test83,719.00
2206,15/7/9,Test21,5.99
2207,15/11/13,Test36,-911.00
2208,15/7/31,Test56,306.00
2209,15/2/12,Test67,-270.00
2210,15/2/7,Test56,355.99
2211,15/7/25,Test41,285.00
2212,15/7/20,Test100,854.99
2213,15/8/31,Test99,-852.99
2214,15/4/8,Test11,-855.99
2215,15/8/30,Test57,-882.00
2216,15/8/9,Test80,-163.00
2217,15/12/21,Test63,-872.00
2218,15/8/31,Test7,496.99
2219,15/6/22,Test40,141.99
2220,15/2/15,Test13,-401.00
2221,15/8/16,Test89,-1.00
2222,15/6/7,Test57,-675.00
2223,15/11/14,Test10,321.00
2224,15/6/22,Test44,-123.00
2225,15/2/18,Test72,-265.00
2226,15/6/28,Test7,605.00
2227,15/12/21,Test99,-872.00
2228,15/6/6,Test33,7.99
2229,15/1/31,Test24,137.00
2230,15/4/25,Test21,-78.00
2231,15/7/2,Test19,728.99
2232,15/6/3,Test61,396.00
2233,15/10/30,Test100,48.99
2234,15/9/29,Test87,-409.00
2235,15/7/17,Test99,-995.00
2236,15/6/30,Test98,-52.00
2237,15/12/5,Test2,978.99
2238,15/8/21,Test76,267.00
2239,15/2/24,Test90,266.00
2240,15/11/23,Test64,555.99
2241,15/10/10,Test43,-736.99
2242,15/2/31,Test77,-323.00
2243,15/1/9,Test94,614.99
2244,15/5/12,Test11,600.00
2245,15/1/13,Test67,905.00
2246,15/4/17,Test10,-484.99
2247,15/8/29,Test6,977.00
2248,15/2/30,Test56,-655.99
2249,15/11/7,Test95,-543.99
2250,15/3/10,Test45,986.00
2251,15/12/29,Test22,22.00
2252,15/5/28,Test37,-33.00
2253,15/12/26,Test49,27.00
2254,15/5/24,Test84,-118.99
2255,15/11/16,Test23,454.00
2256,15/1/7,Test75,995.00
2257,15/5/12,Test69,-872.00
2258,15/8/31,Test74,531.99
2259,15/10/11,Test11,33.00
2260,15/7/14,Test65,-179.00
2261,15/4/2,Test31,436.00
2262,15/6/9,Test67,-191.00
2263,15/6/5,Test11,703.00
2264,15/12/4,Test8,-690.00
2265,15/12/20,Test72,406.00
2266,15/12/18,Test75,-32.00
2267,15/6/27,Test6,-597.00
2268,15/7/26,Test68,-582.00
2269,15/12/6,Test44,-467.00
2270,15/8/30,Test84,-398.00
2271,15/5/27,Test30,190.00
2272,15/8/31,Test4,990.00
2273,15/2/9,Test25,-621.00
2274,15/2/25,Test35,-241.00
2275,15/12/2,Test67,-976.00
2276,15/12/8,Test76,330.00
2277,15/1/9,Test13,900.00
2278,15/10/30,Test34,226.00
2279,15/1/16,Test22,309.00
2280,15/3/4,Test89,-432.00
2281,15/3/10,Test36,-128.00
2282,15/7/6,Test83,707.99
2283,15/11/25,Test7,-769.00
2284,15/4/14,Test86,631.99
2285,15/9/22,Test4,359.00
2286,15/4/5,Test55,-349.00
2287,15/7/21,Test88,733.00
2288,15/5/14,Test58,445.99
2289,15/2/31,Test57,-329.00
2290,15/4/24,Test89,-866.99
2291,15/8/13,Test93,-366.00
2292,15/8/18,Test5,713.99
2293,15/10/18,Test88,620.00
2294,15/1/4,Test53,-100.99
2295,15/2/13,Test11,529.00
2296,15/10/14,Test46,752.00
2297,15/10/23,Test70,-457.99
2298,15/1/6,Test49,964.00
2299,15/11/16,Test88,-768.00
2300,15/2/15,Test49,-56.00
2301,15/1/18,Test99,365.00
2302,15/2/5,Test67,-229.00
2303,15/2/13,Test41,224.00
2304,15/4/13,Test18,-623.00
2305,15/3/25,Test4,-233.00
2306,15/12/29,Test22,663.00
2307,15/8/17,Test35,313.99
2308,15/5/8,Test87,72.00
2309,15/8/23,Test84,469.00
2310,15/11/13,Test45,-525.00
2311,15/4/13,Test9,-994.00
2312,15/2/6,Test77,-136.00
2313,15/5/30,Test7,575.99
2314,15/3/12,Test28,-585.00
2315,15/6/31,Test65,248.00
2316,15/4/26,Test51,-849.00
2317,15/7/12,Test26,-992.00
2318,15/9/31,Test43,-617.00
2319,15/12/6,Test2,26.00
2320,15/9/22,Test38,-888.00
2321,15/9/8,Test49,950.00
2322,15/12/26,Test29,701.00
2323,15/9/27,Test4,90.00
2324,15/3/31,Test97,-580.00
2325,15/8/9,Test1,-105.00
2326,15/9/15,Test27,691.99
2327,15/12/11,Test4,803.00
2328,15/9/17,Test5,-960.99
2329,15/6/7,Test6,-749.00
2330,15/12/20,Test70,38.00
2331,15/2/21,Test20,-860.00
2332,15/11/2,Test10,-915.00
2333,15/3/22,Test39,275.00
2334,15/4/26,Test67,66.00
2335,15/3/17,Test68,-412.00
2336,15/5/23,Test21,-980.99
2337,15/1/31,Test69,825.00
2338,15/8/3,Test15,-62.00
2339,15/1/6,Test83,-590.00
2340,15/7/11,Test20,730.00
2341,15/6/11,Test75,-24.99
2342,15/4/2,Test74,-210.99
2343,15/12/16,Test24,-232.00
2344,15/2/12,Test77,-948.99
2345,15/4/8,Test49,327.00
2346,15/2/5,Test5,-509.00
2347,15/3/20,Test73,298.00
2348,15/9/30,Test23,-475.00
2349,15/10/7,Test12,-626.99
2350,15/12/29,Test54,-782.00
2351,15/6/14,Test77,578.99
2352,15/10/14,Test76,-30.00
2353,15/4/14,Test57,-554.99
2354,15/2/1,Test25,375.00
2355,15/10/17,Test45,842.00
2356,15/6/10,Test22,-52.00
2357,15/11/4,Test16,647.00
2358,15/7/8,Test14,-175.00
2359,15/3/8,Test74,725.00
2360,15/8/13,Test84,464.00
2361,15/12/27,Test60,965.00
2362,15/4/22,Test46,-788.00
2363,15/6/23,Test60,-734.00
2364,15/12/5,Test69,379.99
2365,15/3/21,Test65,-404.00
2366,15/10/12,Test44,471.99
2367,15/5/11,Test10,845.99
2368,15/1/8,Test57,-772.00
2369,15/3/27,Test90,-83.00
2370,15/9/21,Test15,-786.00
2371,15/10/8,Test22,-214.00
2372,15/9/17,Test44,-219.00
2373,15/3/30,Test76,-39.00
2374,15/7/12,Test76,407.00
2375,15/8/27,Test81,121.99
2376,15/8/5,Test42,-399.00
2377,15/10/28,Test25,-734.00
2378,15/7/20,Test28,580.00
2379,15/2/12,Test39,743.99
2380,15/3/29,Test54,279.00
2381,15/5/19,Test31,277.00
2382,15/3/19,Test27,633.99
2383,15/11/30,Test21,86.00
2384,15/2/18,Test50,331.00
2385,15/11/31,Test13,894.00
2386,15/4/13,Test100,178.00
2387,15/5/23,Test55,-230.00
2388,15/4/31,Test34,-743.00
2389,15/8/5,Test72,-692.99
2390,15/11/6,Test82,-198.00
2391,15/1/26,Test66,980.00
2392,15/9/19,Test31,-963.00
2393,15/9/18,Test31,75.00
2394,15/2/4,Test4,-311.00
2395,15/6/7,Test31,323.00
2396,15/5/6,Test46,627.00
2397,15/5/26,Test20,766.99
2398,15/4/26,Test40,-374.00
2399,15/2/25,Test42,-620.99
2400,15/3/20,Test27,-725.99
2401,15/10/6,Test19,-375.00
2402,15/5/31,Test34,618.99
2403,15/4/22,Test58,-687.99
2404,15/5/23,Test44,952.00
2405,15/6/6,Test88,-644.99
2406,15/11/29,Test90,-886.99
2407,15/1/18,Test25,-735.00
2408,15/9/30,Test21,137.00
2409,15/4/2,Test82,693.00
2410,15/6/14,Test35,-815.00
2411,15/11/3,Test99,-476.00
2412,15/10/30,Test64,53.00
2413,15/11/16,Test95,-528.00
2414,15/6/29,Test15,953.00
2415,15/2/23,Test12,-374.00
2416,15/2/28,Test2,151.00
2417,15/7/30,Test76,-200.00
2418,15/12/1,Test92,-145.00
2419,15/10/17,Test75,992.00
2420,15/10/26,Test12,10.00
2421,15/7/24,Test3,239.99
2422,15/3/22,Test2,444.00
2423,15/6/5,Test65,-235.00
2424,15/9/17,Test70,553.00
2425,15/6/18,Test22,-75.00
2426,15/4/1,Test32,-894.00
2427,15/5/25,Test45,-939.00
2428,15/3/1,Test13,909.00
2429,15/9/30,Test22,-208.00
2430,15/5/12,Test48,-899.00
2431,15/9/26,Test29,-588.00
2432,15/4/11,Test93,-117.00
2433,15/1/19,Test12,-911.00
2434,15/12/21,Test81,729.00
2435,15/5/11,Test79,-542.00
2436,15/11/6,Test6,310.00
2437,15/10/25,Test25,-869.00
2438,15/9/20,Test59,-697.99
2439,15/11/8,Test43,-501.00
2440,15/4/30,Test7,839.00
2441,15/7/5,Test46,-657.00
2442,15/12/14,Test21,-628.00
2443,15/9/20,Test63,508.00
2444,15/9/2,Test60,454.00
2445,15/2/21,Test28,597.00
2446,15/9/17,Test7,750.00
2447,15/7/12,Test69,-813.00
2448,15/5/14,Test58,-404.00
2449,15/1/17,Test92,-654.00
2450,15/1/9,Test29,984.99
2451,15/5/1,Test8,504.00
2452,15/7/8,Test92,-519.00
2453,15/11/7,Test67,-958.00
2454,15/11/26,Test20,404.00
2455,15/8/9,Test64,-240.00
2456,15/5/4,Test82,869.99
2457,15/4/27,Test50,570.00
2458,15/4/3,Test14,527.00
2459,15/10/12,Test34,909.00
2460,15/1/17,Test82,-631.00
2461,15/9/20,Test17,-939.99
2462,15/8/29,Test52,81.99
2463,15/5/3,Test19,534.00
2464,15/4/30,Test40,551.00
2465,15/6/4,Test50,-715.00
2466,15/6/3,Test63,-723.00
2467,15/3/10,Test41,879.99
2468,15/4/2,Test99,52.00
2469,15/9/29,Test82,-47.00
2470,15/10/17,Test13,-377.00
2471,15/7/10,Test23,-838.99
2472,15/12/17,Test14,-38.99
2473,15/5/15,Test79,409.00
2474,15/11/13,Test46,-339.00
2475,15/2/3,Test24,537.00
2476,15/11/18,Test13,-628.00
2477,15/11/26,Test66,726.00
2478,15/6/7,Test16,167.00
2479,15/1/16,Test11,-375.00
2480,15/1/22,Test22,821.00
2481,15/6/4,Test20,53.00
2482,15/2/2,Test70,-522.99
2483,15/8/12,Test82,729.00
2484,15/3/18,Test87,683.00
2485,15/10/27,Test17,763.00
2486,15/9/26,Test92,-922.00
2487,15/2/23,Test3,-630.00
2488,15/1/10,Test49,921.00
2489,15/11/4,Test3,281.00
2490,15/7/11,Test95,1.00
2491,15/1/26,Test38,646.00
2492,15/6/25,Test48,-381.00
2493,15/6/16,Test42,-879.00
2494,15/9/15,Test24,880.00
2495,15/3/29,Test33,-169.00
2496,15/9/17,Test89,162.99
2497,15/10/16,Test21,-409.00
2498,15/2/20,Test28,-334.99
2499,15/12/6,Test49,16.00
2500,15/3/16,Test16,-411.00
2501,15/7/17,Test21,30.00
2502,15/10/17,Test58,-636.00
2503,15/6/17,Test63,885.00
2504,15/5/23,Test82,-976.00
2505,15/3/3,Test9,-452.99
2506,15/10/19,Test71,-473.99
2507,15/1/20,Test85,486.00
2508,15/6/7,Test34,130.00
2509,15/1/30,Test69,-842.00
2510,15/4/29,Test81,815.00
2511,15/6/21,Test84,677.00
2512,15/4/23,Test84,-243.00
2513,15/12/14,Test56,138.00
2514,15/10/24,Test5,321.00
2515,15/8/19,Test73,-427.00
2516,15/5/4,Test45,341.00
2517,15/12/20,Test46,-251.99
2518,15/5/13,Test52,77.00
2519,15/3/3,Test58,-239.00
2520,15/4/10,Test98,817.00
2521,15/11/10,Test63,163.00
2522,15/4/13,Test41,486.99
2523,15/5/16,Test3,527.99
2524,15/6/5,Test46,795.99
2525,15/11/10,Test91,-921.99
2526,15/3/26,Test67,35.00
2527,15/6/11,Test54,-98.00
2528,15/8/16,Test39,498.00
2529,15/10/8,Test23,-245.00
2530,15/10/26,Test63,-462.00
2531,15/2/20,Test38,398.00
2532,15/5/12,Test41,543.00
2533,15/3/4,Test36,-849.00
2534,15/11/16,Test26,797.00
2535,15/10/21,Test59,-986.00
2536,15/11/18,Test40,8.00
2537,15/1/2,Test47,600.00
2538,15/9/24,Test88,378.00
2539,15/7/9,Test60,-37.00
2540,15/10/15,Test66,-772.00
2541,15/11/4,Test12,158.00
2542,15/9/3,Test92,794.00
2543,15/3/31,Test24,732.99
2544,15/12/16,Test54,389.00
2545,15/9/3,Test20,478.00
2546,15/5/29,Test34,772.00
2547,15/9/25,Test36,-388.00
2548,15/11/17,Test37,-782.00
2549,15/4/12,Test73,834.00
2550,15/1/10,Test82,79.00
2551,15/10/13,Test44,-400.00
2552,15/3/25,Test27,930.99
2553,15/4/26,Test35,-59.99
2554,15/7/22,Test64,31.00
2555,15/4/4,Test92,36.00
2556,15/6/22,Test20,-124.99
2557,15/8/28,Test8,-72.99
2558,15/11/19,Test48,625.00
2559,15/3/23,Test26,359.00
2560,15/7/2,Test74,795.00
2561,15/2/25,Test73,632.99
2562,15/7/22,Test59,221.00
2563,15/1/21,Test10,434.00
2564,15/10/16,Test44,419.00
2565,15/6/11,Test33,-616.99
2566,15/6/27,Test91,-122.00
2567,15/3/2,Test1,191.00
2568,15/7/11,Test74,-754.00
2569,15/8/27,Test78,-397.00
2570,15/1/27,Test31,743.99
2571,15/12/16,Test53,-909.00
2572,15/9/14,Test38,-130.00
2573,15/11/3,Test81,458.00
2574,15/12/11,Test44,297.00
2575,15/5/22,Test51,-748.00
2576,15/1/15,Test99,930.00
2577,15/7/31,Test76,791.00
2578,15/3/2,Test18,-567.99
2579,15/6/24,Test52,265.99
2580,15/1/29,Test15,-85.00
2581,15/8/17,Test64,-860.00
2582,15/11/29,Test78,375.00
2583,15/3/8,Test99,588.00
2584,15/1/11,Test59,644.00
2585,15/12/27,Test71,554.00
2586,15/8/19,Test100,-115.00
2587,15/1/20,Test20,385.00
2588,15/7/13,Test59,508.00
2589,15/8/11,Test17,165.00
2590,15/8/13,Test39,661.00
2591,15/3/15,Test10,936.99
2592,15/11/17,Test6,-554.00
2593,15/10/30,Test58,-513.00
2594,15/9/19,Test56,770.00
2595,15/2/31,Test24,979.00
2596,15/9/9,Test16,831.00
2597,15/10/26,Test74,-453.00
2598,15/11/10,Test58,-880.99
2599,15/6/25,Test82,508.00
2600,15/5/5,Test67,758.99
2601,15/12/14,Test35,-812.00
2602,15/7/11,Test1,-548.00
2603,15/2/14,Test81,846.99
2604,15/3/12,Test48,772.00
2605,15/12/7,Test74,-255.00
2606,15/8/19,Test8,883.00
2607,15/5/27,Test33,955.99
2608,15/12/6,Test20,-488.00
2609,15/4/29,Test78,281.99
2610,15/6/29,Test94,793.00
2611,15/8/20,Test50,-417.00
2612,15/6/24,Test63,268.00
2613,15/9/16,Test44,-758.99
2614,15/7/28,Test41,-204.00
2615,15/12/16,Test97,-778.00
2616,15/8/30,Test33,-457.00
2617,15/11/5,Test18,-514.99
2618,15/7/20,Test16,415.00
2619,15/2/28,Test61,857.00
2620,15/3/21,Test96,769.00
2621,15/5/27,Test65,-838.00
2622,15/11/27,Test95,-700.00
2623,15/3/9,Test38,-360.00
2624,15/11/15,Test90,305.00
2625,15/4/3,Test4,501.00
2626,15/1/20,Test75,463.00
2627,15/4/1,Test35,147.00
2628,15/5/2,Test34,755.00
2629,15/5/22,Test52,-19.00
2630,15/4/9,Test83,-243.00
2631,15/5/18,Test42,964.00
2632,15/9/22,Test6,-838.99
2633,15/1/11,Test6,-86.00
2634,15/7/24,Test14,402.99
2635,15/11/9,Test56,32.99
2636,15/9/19,Test55,995.00
2637,15/7/19,Test56,-866.00
2638,15/6/4,Test65,864.00
2639,15/9/10,Test89,-56.99
2640,15/3/24,Test92,54.99
2641,15/5/13,Test34,398.00
2642,15/11/5,Test44,-802.00
2643,15/1/22,Test96,-887.00
2644,15/9/23,Test87,718.00
2645,15/2/28,Test56,-562.00
2646,15/2/28,Test38,-684.99
2647,15/2/2,Test89,574.00
2648,15/5/27,Test56,19.00
2649,15/2/2,Test40,-194.00
2650,15/6/20,Test98,-615.00
2651,15/11/1,Test62,-675.00
2652,15/5/7,Test36,423.99
2653,15/5/18,Test97,387.00
2654,15/12/16,Test90,-527.00
2655,15/7/25,Test62,84.00
2656,15/3/27,Test12,-662.00
2657,15/7/31,Test27,474.00
2658,15/10/21,Test78,894.00
2659,15/11/5,Test79,-679.00
2660,15/12/23,Test75,-173.00
2661,15/6/17,Test78,-349.00
2662,15/1/5,Test87,496.00
2663,15/4/1,Test32,352.00
2664,15/1/11,Test34,-686.00
2665,15/2/19,Test53,949.00
2666,15/10/9,Test58,-123.00
2667,15/7/24,Test93,-702.00
2668,15/3/16,Test30,617.00
2669,15/12/25,Test81,-807.00
2670,15/12/14,Test42,-449.00
2671,15/12/29,Test86,318.99
2672,15/11/11,Test72,451.00
2673,15/11/31,Test76,356.00
2674,15/11/3,Test2,-317.00
2675,15/10/31,Test28,208.00
2676,15/10/13,Test67,963.99
2677,15/11/9,Test37,112.00
2678,15/8/3,Test100,-311.00
2679,15/5/20,Test8,73.00
2680,15/3/8,Test46,794.00
2681,15/11/15,Test67,545.00
2682,15/8/1,Test25,177.00
2683,15/2/1,Test71,733.00
2684,15/3/1,Test93,-772.00
2685,15/12/13,Test44,-258.00
2686,15/12/9,Test13,190.99
2687,15/11/13,Test5,203.00
2688,15/7/29,Test81,-547.00
2689,15/6/22,Test31,961.00
2690,15/12/11,Test22,165.99
2691,15/12/12,Test62,734.00
2692,15/8/23,Test36,534.00
2693,15/11/2,Test100,216.00
2694,15/4/10,Test24,511.99
2695,15/9/5,Test39,564.00
2696,15/6/27,Test87,467.00
2697,15/6/8,Test91,640.00
2698,15/5/7,Test94,-532.00
2699,15/6/14,Test17,-894.00
2700,15/5/3,Test89,920.00
2701,15/11/5,Test57,-985.00
2702,15/4/5,Test22,863.00
2703,15/10/24,Test63,-410.00
2704,15/7/22,Test23,319.99
2705,15/2/18,Test29,404.00
2706,15/11/28,Test5,779.00
2707,15/3/1,Test29,-183.00
2708,15/6/24,Test24,645.00
2709,15/1/17,Test58,829.00
2710,15/6/23,Test41,-7.00
2711,15/11/27,Test71,-294.00
2712,15/5/9,Test45,441.99
2713,15/1/4,Test17,-364.99
2714,15/11/22,Test70,-801.00
2715,15/9/17,Test80,213.00
2716,15/6/11,Test19,641.99
2717,15/9/14,Test33,136.00
2718,15/6/26,Test67,-477.00
2719,15/9/30,Test36,-44.00
2720,15/7/27,Test11,424.00
2721,15/11/9,Test3,926.99
2722,15/2/22,Test87,-385.00
2723,15/4/26,Test76,506.00
2724,15/1/6,Test53,-159.00
2725,15/5/7,Test34,37.99
2726,15/7/25,Test58,-922.99
2727,15/8/30,Test99,-526.00
2728,15/11/13,Test24,-752.00
2729,15/10/28,Test12,990.00
2730,15/6/24,Test43,342.99
2731,15/12/12,Test64,-980.99
2732,15/7/2,Test37,816.00
2733,15/6/1,Test63,-996.00
2734,15/6/25,Test28,992.00
2735,15/5/14,Test36,-407.00
2736,15/8/10,Test50,-428.99
2737,15/8/27,Test47,657.00
2738,15/11/7,Test11,-173.00
2739,15/3/30,Test33,-250.00
2740,15/1/21,Test75,-366.00
2741,15/1/23,Test46,-270.00
2742,15/9/25,Test20,-976.00
2743,15/8/2,Test83,975.00
2744,15/7/18,Test44,324.00
2745,15/9/28,Test94,975.00
2746,15/4/31,Test24,-845.00
2747,15/9/1,Test49,-324.00
2748,15/7/30,Test64,-265.00
2749,15/8/14,Test88,-513.00
2750,15/1/26,Test50,645.00
2751,15/11/13,Test31,507.00
2752,15/10/31,Test95,823.00
2753,15/10/17,Test93,-356.99
2754,15/1/24,Test77,-57.00
2755,15/5/10,Test63,220.00
2756,15/7/17,Test62,-623.00
2757,15/3/21,Test30,-887.00
2758,15/5/4,Test82,-103.00
2759,15/10/28,Test98,981.00
2760,15/11/20,Test98,-751.99
2761,15/7/16,Test7,-759.00
2762,15/8/7,Test63,-664.00
2763,15/1/11,Test63,-11.00
2764,15/8/29,Test25,183.00
2765,15/2/10,Test39,908.99
2766,15/12/3,Test16,52.99
2767,15/1/20,Test19,120.00
2768,15/6/9,Test79,-154.99
2769,15/1/23,Test90,129.00
2770,15/2/16,Test57,-946.00
2771,15/12/19,Test89,-695.00
2772,15/8/10,Test89,-606.00
2773,15/9/11,Test64,-968.00
2774,15/6/25,Test26,286.00
2775,15/7/6,Test10,-36.00
2776,15/3/24,Test14,831.00
2777,15/3/24,Test1,-983.00
2778,15/10/30,Test57,-142.00
2779,15/8/11,Test15,486.00
2780,15/10/17,Test21,-746.00
2781,15/1/7,Test33,272.99
2782,15/10/1,Test10,572.00
2783,15/1/7,Test4,210.99
2784,15/12/28,Test11,-518.00
2785,15/9/24,Test24,529.00
2786,15/1/23,Test13,409.00
2787,15/6/24,Test13,-277.00
2788,15/9/23,Test16,-931.99
2789,15/2/29,Test72,-774.00
2790,15/1/1,Test35,-276.99
2791,15/12/9,Test19,876.00
2792,15/10/19,Test87,-707.00
2793,15/12/23,Test32,-157.99
2794,15/12/21,Test64,815.00
2795,15/9/8,Test62,-801.00
2796,15/6/29,Test62,-647.00
2797,15/9/5,Test53,-603.00
2798,15/11/15,Test27,233.00
2799,15/11/21,Test10,-807.00
2800,15/7/25,Test65,-667.00
2801,15/9/11,Test71,514.00
2802,15/2/15,Test89,647.00
2803,15/10/15,Test99,956.00
2804,15/10/3,Test97,260.00
2805,15/1/29,Test57,39.99
2806,15/7/12,Test57,-221.00
2807,15/6/23,Test38,-756.00
2808,15/3/3,Test36,-604.00
2809,15/6/23,Test3,979.99
2810,15/3/15,Test81,627.99
2811,15/7/22,Test75,-607.00
2812,15/7/23,Test2,-965.99
2813,15/4/10,Test31,608.00
2814,15/9/22,Test21,786.00
2815,15/10/13,Test86,887.00
2816,15/8/19,Test48,327.00
2817,15/4/22,Test22,399.00
2818,15/1/19,Test35,195.00
2819,15/12/4,Test31,334.99
2820,15/5/7,Test19,19.00
2821,15/11/30,Test44,-942.00
2822,15/4/20,Test30,527.00
2823,15/1/15,Test65,71.99
2824,15/4/31,Test26,410.00
2825,15/5/1,Test91,-703.99
2826,15/11/25,Test78,114.00
2827,15/6/10,Test72,-352.00
2828,15/5/28,Test57,-957.00
2829,15/4/8,Test99,-595.99
2830,15/11/9,Test25,-872.00
2831,15/8/26,Test95,-324.00
2832,15/1/12,Test83,286.00
2833,15/7/1,Test55,-566.00
2834,15/11/5,Test45,-99.00
2835,15/11/21,Test77,896.99
2836,15/10/12,Test20,-227.99
2837,15/7/31,Test74,-77.00
2838,15/5/29,Test96,772.00
2839,15/1/1,Test57,-321.00
2840,15/11/30,Test71,-995.99
2841,15/6/3,Test72,-409.00
2842,15/2/11,Test100,-957.00
2843,15/5/15,Test24,-763.00
2844,15/2/22,Test73,403.00
2845,15/9/12,Test66,758.99
2846,15/12/28,Test83,-64.99
2847,15/7/6,Test71,257.00
2848,15/3/2,Test31,871.00
2849,15/3/16,Test43,793.00
2850,15/11/25,Test8,222.00
2851,15/12/9,Test73,-949.00
2852,15/8/18,Test49,398.00
2853,15/8/7,Test67,462.00
2854,15/8/22,Test67,-925.99
2855,15/10/14,Test76,-990.00
2856,15/6/12,Test43,-353.99
2857,15/12/11,Test10,-568.00
2858,15/5/14,Test29,324.00
2859,15/4/5,Test30,478.00
2860,15/3/29,Test45,-500.99
2861,15/12/8,Test53,-613.00
2862,15/4/5,Test81,-389.00
2863,15/5/8,Test3,184.00
2864,15/7/20,Test48,-997.99
2865,15/3/13,Test67,976.99
2866,15/9/16,Test32,970.00
2867,15/8/13,Test23,-508.99
2868,15/9/6,Test84,-617.00
2869,15/5/8,Test9,-224.00
2870,15/4/4,Test98,58.00
2871,15/9/6,Test19,957.99
2872,15/3/5,Test5,231.99
2873,15/12/28,Test38,-918.00
2874,15/7/13,Test7,-957.00
2875,15/8/12,Test7,-166.00
2876,15/6/26,Test43,563.00
2877,15/2/19,Test76,33.00
2878,15/10/13,Test25,-512.00
2879,15/3/7,Test57,920.00
2880,15/10/12,Test79,273.99
2881,15/11/15,Test98,493.00
2882,15/11/19,Test56,-7.99
2883,15/2/27,Test55,-587.00
2884,15/12/20,Test36,-783.00
2885,15/11/29,Test42,-827.99
2886,15/7/22,Test90,-893.00
2887,15/4/9,Test42,551.99
2888,15/2/25,Test79,-211.00
2889,15/11/12,Test31,241.99
2890,15/10/31,Test3,-214.99
2891,15/9/3,Test64,771.00
2892,15/10/26,Test40,-759.00
2893,15/12/10,Test75,-643.00
2894,15/6/19,Test41,947.00
2895,15/9/4,Test69,163.00
2896,15/2/20,Test51,-513.00
2897,15/8/25,Test3,-576.00
2898,15/2/4,Test10,-957.00
2899,15/11/16,Test7,-251.00
2900,15/5/3,Test31,627.00
2901,15/9/19,Test15,-58.00
2902,15/6/8,Test63,-957.00
2903,15/12/30,Test93,-191.00
2904,15/12/24,Test98,-825.00
2905,15/10/18,Test90,543.00
2906,15/6/22,Test80,-161.00
2907,15/6/3,Test13,25.00
2908,15/2/22,Test38,-544.00
2909,15/10/14,Test4,617.00
2910,15/6/21,Test41,837.00
2911,15/11/30,Test46,554.00
2912,15/5/24,Test78,503.00
2913,15/3/3,Test86,115.00
2914,15/2/12,Test62,-359.00
2915,15/1/17,Test11,732.00
2916,15/12/16,Test64,411.00
2917,15/10/21,Test18,-368.00
2918,15/12/27,Test29,151.00
2919,15/11/11,Test27,-747.00
2920,15/9/22,Test14,143.99
2921,15/6/7,Test98,262.99
2922,15/8/4,Test33,518.00
2923,15/3/9,Test23,233.00
2924,15/8/30,Test61,-953.99
2925,15/5/18,Test49,-877.99
2926,15/4/31,Test90,202.00
2927,15/3/7,Test17,-896.00
2928,15/8/11,Test60,475.99
2929,15/7/27,Test51,-782.00
2930,15/6/1,Test70,-681.99
2931,15/1/21,Test88,-790.99
2932,15/3/3,Test14,850.00
2933,15/1/10,Test38,181.00
2934,15/4/31,Test89,-979.00
2935,15/5/7,Test45,302.00
2936,15/8/9,Test20,414.00
2937,15/11/15,Test58,358.00
2938,15/3/22,Test86,648.00
2939,15/11/6,Test14,292.00
2940,15/11/16,Test68,373.00
