ID,Date,Description,Amount
7621,15/12/17,Test11,-597.00
7622,15/3/27,Test86,991.00
7623,15/2/22,Test60,699.99
7624,15/11/31,Test88,714.00
7625,15/4/17,Test54,-924.00
7626,15/10/28,Test58,954.00
7627,15/5/25,Test46,-27.00
7628,15/8/23,Test73,981.99
7629,15/8/30,Test33,606.00
7630,15/11/27,Test2,701.99
7631,15/4/25,Test37,-666.00
7632,15/1/28,Test78,51.00
7633,15/2/1,Test40,644.00
7634,15/4/5,Test46,-615.00
7635,15/11/31,Test85,954.00
7636,15/7/2,Test29,-66.00
7637,15/7/17,Test73,-130.00
7638,15/5/7,Test9,-146.00
7639,15/10/10,Test93,484.00
7640,15/1/8,Test29,-131.00
7641,15/4/29,Test56,344.99
7642,15/3/17,Test31,-634.00
7643,15/9/7,Test42,-576.00
7644,15/10/12,Test9,-811.00
7645,15/4/24,Test75,-99.00
7646,15/9/9,Test72,282.00
7647,15/7/3,Test67,9.00
7648,15/11/20,Test7,-979.00
7649,15/1/18,Test31,-294.00
7650,15/8/16,Test18,265.00
7651,15/4/21,Test30,-824.00
7652,15/11/4,Test53,224.00
7653,15/12/17,Test8,-547.00
7654,15/12/14,Test45,982.99
7655,15/10/7,Test19,-960.00
7656,15/8/9,Test41,681.00
7657,15/8/11,Test3,42.00
7658,15/7/7,Test66,-273.00
7659,15/11/13,Test11,487.00
7660,15/8/31,Test30,-898.00
7661,15/12/25,Test99,870.00
7662,15/8/14,Test78,-694.00
7663,15/9/14,Test15,-431.00
7664,15/5/10,Test91,409.99
7665,15/11/25,Test10,-119.99
7666,15/8/26,Test89,76.00
7667,15/11/18,Test87,792.00
7668,15/2/25,Test51,761.00
7669,15/10/19,Test54,191.00
7670,15/4/7,Test12,621.00
7671,15/7/13,Test3,-668.00
7672,15/9/9,Test81,16.00
7673,15/1/26,Test82,-593.00
7674,15/12/28,Test47,-917.00
7675,15/9/25,Test31,-989.00
7676,15/4/1,Test14,278.00
7677,15/10/17,Test81,610.00
7678,15/11/31,Test39,521.00
7679,15/7/20,Test16,398.00
7680,15/6/6,Test74,-54.00
7681,15/7/21,Test22,-675.00
7682,15/9/10,Test80,269.00
7683,15/2/27,Test36,-109.00
7684,15/8/7,Test69,913.00
7685,15/10/19,Test62,-655.00
7686,15/1/18,Test96,-8.00
7687,15/2/9,Test58,626.99
7688,15/3/8,Test41,668.00
7689,15/11/4,Test38,133.00
7690,15/2/19,Test85,969.99
7691,15/4/14,Test86,-315.00
7692,15/3/13,Test22,838.99
7693,15/9/11,Test18,-314.00
7694,15/2/23,Test71,-109.00
7695,15/2/13,Test41,613.00
7696,15/2/10,Test62,-971.00
7697,15/3/11,Test46,40.00
7698,15/6/4,Test34,810.00
7699,15/2/15,Test67,-896.00
7700,15/6/22,Test32,-517.00
7701,15/5/7,Test86,867.00
7702,15/10/27,Test80,5.00
7703,15/7/4,Test95,-484.00
7704,15/4/20,Test21,-27.00
7705,15/8/1,Test64,-202.00
7706,15/4/31,Test84,-265.99
7707,15/3/31,Test3,-377.00
7708,15/4/22,Test59,428.00
7709,15/11/3,Test38,-244.00
7710,15/11/14,Test38,-551.00
7711,15/5/11,Test3,916.00
7712,15/5/2,Test50,612.00
7713,15/7/24,Test20,-75.00
7714,15/1/28,Test74,57.00
7715,15/3/30,Test53,979.00
7716,15/1/8,Test92,-905.00
7717,15/9/12,Test47,-625.00
7718,15/7/13,Test93,-51.00
7719,15/10/22,Test71,219.99
7720,15/3/7,Test22,581.00
7721,15/7/11,Test94,560.00
7722,15/11/27,Test91,665.00
7723,15/4/31,Test72,155.99
7724,15/1/8,Test29,991.99
7725,15/12/9,Test47,-896.00
7726,15/1/27,Test22,-418.00
7727,15/4/27,Test31,-29.00
7728,15/7/16,Test66,-666.99
7729,15/9/4,Test55,-848.99
7730,15/7/30,Test9,983.00
7731,15/10/2,Test99,-14.00
7732,15/2/27,Test40,-943.00
7733,15/9/10,Test77,-608.00
7734,15/1/3,Test73,-759.99
7735,15/11/8,Test47,243.00
7736,15/9/31,Test43,239.00
7737,15/9/31,Test22,982.00
7738,15/7/4,Test54,606.00
7739,15/7/23,Test96,-160.00
7740,15/3/22,Test90,-930.00
7741,15/5/7,Test22,662.00
7742,15/4/15,Test37,-852.00
7743,15/10/21,Test68,-291.99
7744,15/6/21,Test26,548.00
7745,15/11/12,Test62,337.00
7746,15/6/15,Test82,-674.00
7747,15/3/25,Test25,-682.99
7748,15/10/11,Test96,-85.00
7749,15/3/13,Test40,621.00
7750,15/6/27,Test100,-460.00
7751,15/9/13,Test76,-73.00
7752,15/11/26,Test36,20.00
7753,15/10/2,Test54,-619.00
7754,15/5/18,Test66,-224.00
7755,15/6/3,Test51,-649.00
7756,15/10/22,Test98,-194.00
7757,15/3/12,Test32,486.00
7758,15/12/29,Test23,-524.00
7759,15/7/9,Test61,216.00
7760,15/6/6,Test82,-690.00
7761,15/4/11,Test24,-679.00
7762,15/8/17,Test37,-451.00
7763,15/3/3,Test65,179.00
7764,15/12/31,Test70,-345.99
7765,15/12/30,Test10,-799.00
7766,15/7/9,Test4,816.00
7767,15/11/29,Test40,992.00
7768,15/2/22,Test70,-836.00
7769,15/1/28,Test57,111.00
7770,15/12/29,Test18,421.00
7771,15/3/15,Test4,-48.00
7772,15/8/16,Test12,8.00
7773,15/1/16,Test15,-863.00
7774,15/7/31,Test97,-425.00
7775,15/9/15,Test63,899.00
7776,15/2/17,Test18,727.00
7777,15/7/12,Test75,-71.00
7778,15/9/6,Test77,740.00
7779,15/6/3,Test88,-902.00
7780,15/6/5,Test8,-479.00
7781,15/12/20,Test7,680.00
7782,15/11/25,Test93,638.00
7783,15/6/10,Test12,-879.00
7784,15/10/11,Test27,-429.00
7785,15/12/11,Test55,-837.00
7786,15/11/20,Test60,-91.99
7787,15/1/6,Test44,-471.00
7788,15/1/16,Test51,-58.00
7789,15/1/1,Test100,516.00
7790,15/1/3,Test100,-639.00
7791,15/4/2,Test10,600.00
7792,15/6/23,Test67,587.99
7793,15/7/16,Test89,418.00
7794,15/2/20,Test36,547.00
7795,15/3/3,Test5,211.99
7796,15/11/4,Test12,-988.00
7797,15/9/4,Test22,-784.00
7798,15/1/6,Test77,-255.00
7799,15/3/21,Test86,-968.00
7800,15/3/6,Test79,491.00
7801,15/1/12,Test2,-448.00
7802,15/12/4,Test56,889.99
7803,15/6/15,Test64,189.00
7804,15/8/20,Test74,118.99
7805,15/1/20,Test39,-570.00
7806,15/4/15,Test79,-414.99
7807,15/11/12,Test28,104.00
7808,15/2/10,Test42,705.00
7809,15/3/11,Test79,-448.00
7810,15/12/11,Test75,-577.00
7811,15/5/4,Test76,577.00
7812,15/3/4,Test98,-365.00
7813,15/7/16,Test27,-432.00
7814,15/2/27,Test68,-988.00
7815,15/12/21,Test10,999.00
7816,15/5/30,Test6,168.99
7817,15/11/17,Test77,-953.00
7818,15/12/28,Test16,-596.00
7819,15/7/6,Test28,60.00
7820,15/3/27,Test52,-588.00
7821,15/4/26,Test92,6.00
7822,15/7/17,Test33,119.00
7823,15/12/2,Test92,410.99
7824,15/7/5,Test56,485.00
7825,15/8/24,Test61,-135.00
7826,15/6/2,Test96,343.00
7827,15/6/21,Test82,154.00
7828,15/3/21,Test45,-274.99
7829,15/9/5,Test80,-134.00
7830,15/6/24,Test79,337.00
7831,15/10/26,Test38,-125.00
7832,15/12/23,Test70,-805.00
7833,15/1/9,Test73,-97.00
7834,15/8/23,Test50,-786.00
7835,15/9/31,Test32,981.99
7836,15/7/27,Test27,-420.00
7837,15/2/21,Test14,734.00
7838,15/6/2,Test45,665.00
7839,15/12/15,Test85,-781.00
7840,15/4/30,Test47,262.00
7841,15/6/9,Test77,-4.00
7842,15/11/7,Test75,-81.00
7843,15/9/2,Test76,498.00
7844,15/4/30,Test32,186.00
7845,15/3/18,Test52,631.99
7846,15/8/26,Test69,49.00
7847,15/2/23,Test83,-219.00
7848,15/7/22,Test1,-597.00
7849,15/4/12,Test13,960.00
7850,15/12/4,Test52,-660.00
7851,15/8/30,Test65,556.99
7852,15/1/22,Test9,-361.00
7853,15/4/4,Test15,453.99
7854,15/5/31,Test85,385.00
7855,15/6/27,Test73,-724.00
7856,15/2/5,Test50,178.99
7857,15/1/5,Test24,827.00
7858,15/12/17,Test85,-444.99
7859,15/5/22,Test45,734.00
7860,15/1/25,Test41,-937.99
7861,15/4/28,Test50,952.99
7862,15/1/14,Test3,172.00
7863,15/3/21,Test79,30.00
7864,15/4/21,Test51,-50.99
7865,15/9/11,Test13,519.00
7866,15/4/6,Test42,321.99
7867,15/10/17,Test61,-568.00
7868,15/8/2,Test15,-169.00
7869,15/5/10,Test36,-788.00
7870,15/10/2,Test67,-934.00
7871,15/1/19,Test88,-482.00
7872,15/9/10,Test89,-465.00
7873,15/7/1,Test54,-139.00
7874,15/7/14,Test21,131.00
7875,15/1/3,Test55,-188.99
7876,15/4/18,Test9,-453.00
7877,15/1/28,Test79,-232.99
7878,15/6/8,Test9,238.00
7879,15/2/24,Test24,-442.00
7880,15/10/30,Test26,-252.00
7881,15/11/14,Test69,547.00
7882,15/4/13,Test9,249.00
7883,15/5/27,Test19,-480.99
7884,15/11/15,Test16,619.99
7885,15/3/5,Test42,-356.00
7886,15/5/12,Test23,-949.99
7887,15/8/14,Test13,-344.00
7888,15/2/13,Test40,866.99
7889,15/4/28,Test10,61.00
7890,15/10/11,Test23,-664.00
7891,15/7/8,Test73,-746.00
7892,15/5/11,Test72,-915.00
7893,15/8/16,Test100,160.00
7894,15/8/29,Test23,-38.99
7895,15/7/17,Test61,427.00
7896,15/11/6,Test5,-828.00
7897,15/4/9,Test44,657.00
7898,15/10/7,Test50,-646.00
7899,15/12/8,Test87,-164.00
7900,15/6/27,Test52,82.99
7901,15/6/22,Test84,-435.99
7902,15/10/31,Test95,-163.00
7903,15/5/6,Test52,-269.99
7904,15/7/5,Test71,601.00
7905,15/12/14,Test7,346.00
7906,15/1/22,Test22,51.00
7907,15/9/14,Test1,-270.00
7908,15/2/10,Test26,-521.00
7909,15/10/29,Test6,959.99
7910,15/12/23,Test6,730.00
7911,15/10/2,Test1,-978.00
7912,15/5/15,Test49,-168.00
7913,15/5/20,Test72,462.99
7914,15/4/23,Test72,-768.00
7915,15/10/2,Test96,247.00
7916,15/11/7,Test100,787.00
7917,15/10/24,Test12,-482.00
7918,15/11/31,Test24,-758.99
7919,15/9/10,Test79,-275.00
7920,15/12/11,Test67,-79.00
7921,15/2/25,Test13,-149.00
7922,15/1/21,Test53,-616.00
7923,15/8/20,Test7,-923.00
7924,15/7/19,Test88,-994.00
7925,15/5/1,Test36,-882.00
7926,15/8/22,Test8,-371.00
7927,15/1/3,Test85,-553.99
7928,15/8/9,Test48,201.00
7929,15/1/4,Test76,-591.00
7930,15/4/11,Test34,-259.00
7931,15/11/19,Test90,393.00
7932,15/5/8,Test39,-767.00
7933,15/4/12,Test54,667.00
7934,15/3/2,Test69,-253.00
7935,15/11/27,Test95,-484.00
7936,15/6/1,Test82,975.00
7937,15/8/24,Test57,16.99
7938,15/5/31,Test13,23.00
7939,15/9/1,Test83,442.99
7940,15/12/31,Test83,-676.00
7941,15/4/5,Test15,-926.00
7942,15/2/25,Test72,-403.99
7943,15/10/6,Test43,-682.00
7944,15/9/30,Test16,694.00
7945,15/12/19,Test97,219.00
7946,15/6/14,Test70,-80.00
7947,15/9/5,Test60,589.00
7948,15/8/28,Test28,-462.00
7949,15/7/14,Test43,-278.99
7950,15/7/26,Test27,501.99
7951,15/12/15,Test26,109.00
7952,15/1/11,Test90,-330.00
7953,15/9/9,Test37,-871.00
7954,15/8/24,Test38,912.00
7955,15/3/20,Test74,222.99
7956,15/1/26,Test50,-85.00
7957,15/2/4,Test29,-435.00
7958,15/11/14,Test11,-730.00
7959,15/10/5,Test72,-843.99
7960,15/4/13,Test88,-246.99
7961,15/11/21,Test23,-226.00
7962,15/2/7,Test18,137.00
7963,15/3/5,Test46,239.00
7964,15/12/21,Test46,824.00
7965,15/10/31,Test44,-452.00
7966,15/2/24,Test31,138.00
7967,15/10/2,Test78,895.99
7968,15/7/19,Test12,782.00
7969,15/7/13,Test8,436.00
7970,15/9/24,Test89,601.99
7971,15/8/11,Test29,294.00
7972,15/2/5,Test9,-902.99
7973,15/4/1,Test24,655.00
7974,15/5/4,Test10,598.00
7975,15/3/17,Test34,722.00
7976,15/11/30,Test97,417.00
7977,15/5/14,Test67,-372.00
7978,15/8/8,Test96,-855.00
7979,15/11/11,Test66,-205.00
7980,15/7/1,Test76,137.00
7981,15/5/14,Test79,225.00
7982,15/2/29,Test3,273.99
7983,15/4/26,Test67,-392.00
7984,15/8/1,Test85,574.00
7985,15/11/25,Test18,794.00
7986,15/2/7,Test81,732.99
7987,15/12/5,Test43,-169.00
7988,15/9/7,Test72,-949.00
7989,15/8/21,Test28,388.00
7990,15/4/19,Test5,878.00
7991,15/10/23,Test7,271.00
7992,15/8/16,Test94,-151.99
7993,15/12/29,Test28,-552.00
7994,15/12/9,Test30,615.00
7995,15/6/20,Test97,-353.00
7996,15/10/11,Test76,212.00
7997,15/6/24,Test24,-376.00
7998,15/12/30,Test69,-712.00
7999,15/9/22,Test21,267.00
8000,15/3/10,Test14,-664.00
8001,15/1/29,Test13,-980.00
8002,15/7/28,Test87,120.00
8003,15/3/4,Test43,255.99
8004,15/1/23,Test52,-710.00
8005,15/10/20,Test20,-86.00
8006,15/8/29,Test3,169.00
8007,15/9/17,Test10,928.99
8008,15/2/3,Test16,-776.00
8009,15/8/29,Test91,413.00
8010,15/8/14,Test26,-846.00
8011,15/3/3,Test63,928.00
8012,15/10/25,Test82,999.00
8013,15/9/20,Test78,979.00
8014,15/8/24,Test53,492.00
8015,15/11/30,Test57,908.00
8016,15/7/24,Test75,968.99
8017,15/3/16,Test88,-935.00
8018,15/4/26,Test81,812.00
8019,15/9/27,Test32,834.00
8020,15/12/23,Test66,404.00
8021,15/9/14,Test43,13.00
8022,15/5/15,Test50,430.99
8023,15/1/29,Test30,930.00
8024,15/6/13,Test60,-436.00
8025,15/7/28,Test3,-195.99
8026,15/9/17,Test24,629.00
8027,15/10/30,Test95,409.00
8028,15/4/1,Test84,605.00
8029,15/2/1,Test2,287.99
8030,15/5/31,Test67,-848.99
8031,15/1/21,Test1,10.00
8032,15/1/16,Test40,949.99
8033,15/6/23,Test96,-67.00
8034,15/8/19,Test12,582.00
8035,15/2/18,Test51,866.00
8036,15/12/23,Test63,62.99
8037,15/3/5,Test29,-697.00
8038,15/6/21,Test31,-252.99
8039,15/12/7,Test33,-442.00
8040,15/4/10,Test98,-404.00
8041,15/9/1,Test33,722.00
8042,15/11/20,Test32,-192.00
8043,15/12/29,Test46,333.00
8044,15/4/1,Test34,524.00
8045,15/11/7,Test45,238.00
8046,15/2/26,Test52,416.00
8047,15/5/5,Test36,557.00
8048,15/4/6,Test45,290.99
8049,15/5/22,Test14,344.00
8050,15/8/4,Test97,193.00
8051,15/10/22,Test50,569.00
8052,15/2/14,Test100,502.00
8053,15/1/4,Test31,591.99
8054,15/6/12,Test42,965.99
8055,15/5/19,Test36,-740.00
8056,15/12/29,Test92,314.00
8057,15/7/22,Test40,544.00
8058,15/10/18,Test3,-807.99
8059,15/2/30,Test18,-270.00
8060,15/3/27,Test24,-993.00
8061,15/5/24,Test53,355.00
8062,15/7/13,Test84,-24.00
8063,15/3/3,Test17,749.00
8064,15/8/22,Test67,-495.00
8065,15/9/15,Test23,-133.00
8066,15/12/1,Test53,275.00
8067,15/6/7,Test40,-460.99
8068,15/10/18,Test39,-906.00
8069,15/6/15,Test79,-486.00
8070,15/5/6,Test17,-787.00
8071,15/7/4,Test48,31.00
8072,15/4/29,Test4,294.00
8073,15/4/27,Test39,914.99
8074,15/1/16,Test49,86.00
8075,15/5/14,Test16,-959.00
8076,15/7/23,Test23,26.00
8077,15/4/12,Test18,364.00
8078,15/3/25,Test27,-685.00
8079,15/4/29,Test81,104.00
8080,15/2/9,Test35,943.00
8081,15/12/25,Test31,510.00
8082,15/1/21,Test99,806.00
8083,15/1/7,Test17,545.99
8084,15/3/31,Test90,743.00
8085,15/5/26,Test46,231.99
8086,15/12/26,Test82,300.00
8087,15/3/24,Test49,448.00
8088,15/9/23,Test13,-868.99
8089,15/12/1,Test5,-813.99
8090,15/3/4,Test88,930.00
8091,15/4/1,Test92,300.99
8092,15/5/12,Test39,-472.00
8093,15/8/8,Test39,-437.99
8094,15/6/4,Test51,851.00
8095,15/1/21,Test59,747.99
8096,15/7/21,Test85,87.00
8097,15/7/8,Test42,764.00
8098,15/11/12,Test38,698.00
8099,15/10/31,Test64,30.00
8100,15/1/27,Test73,430.99
8101,15/4/6,Test2,842.00
8102,15/3/7,Test53,-298.00
8103,15/12/13,Test79,-348.00
8104,15/6/23,Test18,427.99
8105,15/1/10,Test1,-251.00
8106,15/2/13,Test64,292.00
8107,15/5/29,Test92,-871.99
8108,15/3/23,Test87,799.99
8109,15/10/14,Test79,-240.00
8110,15/8/14,Test90,-888.00
8111,15/3/24,Test39,709.00
8112,15/8/29,Test46,-720.99
8113,15/4/8,Test25,81.99
8114,15/5/18,Test14,995.00
8115,15/9/27,Test46,824.00
8116,15/6/10,Test32,26.00
8117,15/4/23,Test62,-514.00
8118,15/7/4,Test83,-639.99
8119,15/6/17,Test1,-234.00
8120,15/9/24,Test55,871.99
8121,15/8/4,Test29,128.99
8122,15/2/20,Test19,-932.00
8123,15/3/9,Test11,-548.00
8124,15/2/23,Test44,708.00
8125,15/2/24,Test79,-543.00
8126,15/10/29,Test97,-602.99
8127,15/4/17,Test19,247.00
8128,15/12/30,Test58,-951.00
8129,15/9/29,Test83,-652.99
8130,15/2/13,Test9,-924.00
8131,15/9/13,Test79,-753.00
8132,15/6/6,Test7,716.00
8133,15/12/20,Test72,353.99
8134,15/5/23,Test9,-260.00
8135,15/1/7,Test26,230.99
8136,15/5/17,Test45,-265.00
8137,15/10/3,Test84,686.99
8138,15/8/10,Test24,232.00
8139,15/11/15,Test10,573.99
8140,15/4/3,Test67,466.00
8141,15/10/1,Test86,83.00
8142,15/6/14,Test51,1.00
8143,15/11/11,Test53,-544.00
8144,15/9/21,Test29,873.00
8145,15/6/20,Test28,-49.00
8146,15/12/14,Test8,-99.00
8147,15/1/17,Test82,-330.00
8148,15/6/29,Test17,117.00
8149,15/9/21,Test94,152.00
8150,15/4/18,Test54,-592.00
8151,15/4/18,Test6,-397.00
8152,15/7/25,Test67,491.00
8153,15/7/14,Test82,899.00
8154,15/12/1,Test29,803.99
8155,15/1/31,Test66,512.00
8156,15/10/24,Test82,-951.99
8157,15/4/28,Test63,-736.00
8158,15/9/23,Test45,223.00
8159,15/2/23,Test27,-408.00
8160,15/2/16,Test67,-938.00
8161,15/9/17,Test3,523.00
8162,15/8/17,Test67,-50.00
8163,15/10/23,Test82,70.00
8164,15/6/1,Test18,-412.00
8165,15/9/7,Test4,364.00
8166,15/7/14,Test58,278.00
8167,15/1/12,Test92,-677.00
8168,15/12/7,Test14,-141.00
8169,15/12/26,Test57,-33.99
8170,15/6/19,Test65,230.00
8171,15/12/1,Test29,342.00
8172,15/3/19,Test65,362.00
8173,15/1/17,Test90,-656.00
8174,15/6/7,Test18,880.00
8175,15/3/22,Test84,433.99
8176,15/10/21,Test73,977.00
8177,15/5/10,Test81,304.00
8178,15/9/29,Test76,258.00
8179,15/5/25,Test35,276.00
8180,15/12/13,Test99,-193.00
8181,15/2/18,Test57,284.00
8182,15/2/18,Test15,-966.00
8183,15/3/29,Test40,-384.00
8184,15/4/29,Test12,820.00
8185,15/3/23,Test8,155.00
8186,15/2/22,Test21,-244.00
8187,15/3/8,Test71,-520.00
8188,15/4/11,Test4,970.99
8189,15/4/20,Test94,-826.00
8190,15/11/7,Test33,758.99
8191,15/9/30,Test85,-159.00
8192,15/5/9,Test58,552.99
8193,15/8/5,Test36,41.00
8194,15/2/31,Test4,-954.00
8195,15/8/25,Test94,-863.00
8196,15/2/25,Test92,663.00
8197,15/4/30,Test16,-362.00
8198,15/11/1,Test70,777.00
8199,15/6/7,Test62,-770.00
8200,15/8/28,Test47,198.00
8201,15/5/20,Test4,-741.99
8202,15/11/23,Test39,832.00
8203,15/7/1,Test99,-955.99
8204,15/10/26,Test99,-296.00
8205,15/2/25,Test33,-289.00
8206,15/11/11,Test61,444.00
8207,15/10/23,Test87,734.99
8208,15/10/1,Test100,970.99
8209,15/2/17,Test40,-745.99
8210,15/2/18,Test50,480.00
8211,15/8/21,Test60,-167.00
8212,15/2/26,Test25,-71.00
8213,15/1/23,Test96,261.00
8214,15/10/13,Test92,-23.00
8215,15/8/14,Test75,-673.00
8216,15/3/31,Test2,-338.00
8217,15/1/9,Test7,771.00
8218,15/7/14,Test80,-636.00
8219,15/6/17,Test53,-100.00
8220,15/3/8,Test10,-65.00
8221,15/9/13,Test37,-42.00
8222,15/8/25,Test86,-493.99
8223,15/6/28,Test73,17.00
8224,15/6/8,Test52,-833.00
8225,15/9/10,Test25,-948.00
8226,15/11/2,Test91,-529.99
8227,15/7/23,Test61,-183.00
8228,15/2/3,Test48,479.99
8229,15/7/22,Test53,700.99
8230,15/9/28,Test84,605.00
8231,15/3/12,Test82,44.99
8232,15/1/30,Test21,-824.00
8233,15/10/13,Test84,-531.00
8234,15/10/27,Test37,439.99
8235,15/9/12,Test6,379.00
8236,15/3/5,Test47,-558.00
8237,15/12/19,Test80,-128.00
8238,15/7/7,Test22,-568.00
8239,15/8/21,Test72,-684.00
8240,15/11/25,Test31,-321.00
8241,15/6/20,Test64,-918.00
8242,15/2/13,Test15,281.00
8243,15/6/13,Test35,-665.00
8244,15/11/22,Test77,905.00
8245,15/8/15,Test53,-814.00
8246,15/10/7,Test4,-791.00
8247,15/5/16,Test21,-766.00
8248,15/8/14,Test95,-967.00
8249,15/11/26,Test59,-495.00
8250,15/2/5,Test89,-117.00
8251,15/3/31,Test7,-347.00
8252,15/1/17,Test46,-59.00
8253,15/4/4,Test81,500.00
8254,15/1/4,Test49,128.99
8255,15/1/31,Test83,507.00
8256,15/4/20,Test54,941.00
8257,15/7/26,Test25,-672.00
8258,15/12/10,Test3,-457.00
8259,15/8/14,Test81,-731.00
8260,15/7/7,Test50,813.00
8261,15/5/30,Test60,-937.00
8262,15/3/18,Test51,-296.00
8263,15/2/15,Test92,-173.00
8264,15/2/21,Test86,-315.00
8265,15/6/10,Test41,-21.00
8266,15/12/10,Test30,695.00
8267,15/5/20,Test26,975.99
8268,15/4/17,Test55,-823.00
8269,15/9/1,Test67,986.99
8270,15/6/16,Test14,183.99
8271,15/2/7,Test85,-460.00
8272,15/2/14,Test14,-54.00
8273,15/1/20,Test13,-889.00
8274,15/9/3,Test52,-713.00
8275,15/3/30,Test86,944.00
8276,15/3/14,Test46,-722.00
8277,15/11/2,Test34,919.00
8278,15/5/7,Test69,-635.00
8279,15/2/15,Test71,-833.00
8280,15/11/30,Test98,-809.99
8281,15/6/26,Test34,-721.00
8282,15/8/4,Test18,784.00
8283,15/9/20,Test13,574.00
8284,15/7/19,Test65,662.00
8285,15/2/15,Test72,500.00
8286,15/12/27,Test89,-298.00
8287,15/8/30,Test71,764.00
8288,15/8/15,Test23,-656.00
8289,15/7/25,Test55,-283.00
8290,15/10/24,Test35,-443.00
8291,15/2/19,Test39,948.99
8292,15/9/24,Test12,337.00
8293,15/6/9,Test20,-10.00
8294,15/11/3,Test100,415.00
8295,15/2/4,Test87,393.00
8296,15/10/15,Test6,909.00
8297,15/6/16,Test45,-926.00
8298,15/4/29,Test93,-407.00
8299,15/8/4,Test86,518.00
8300,15/9/1,Test47,390.00
8301,15/7/30,Test92,141.00
8302,15/7/9,Test41,772.00
8303,15/2/15,Test70,362.00
8304,15/9/2,Test9,675.00
8305,15/4/9,Test63,-235.00
8306,15/11/19,Test28,399.00
8307,15/8/21,Test33,348.00
8308,15/10/23,Test2,-613.00
8309,15/11/1,Test75,273.00
8310,15/3/19,Test100,-74.00
8311,15/3/26,Test28,335.00
8312,15/6/26,Test30,-466.00
8313,15/12/25,Test35,-130.00
8314,15/3/22,Test62,-388.00
8315,15/4/5,Test60,-932.00
8316,15/2/22,Test28,-899.00
8317,15/9/4,Test21,-757.00
8318,15/12/26,Test74,918.00
8319,15/12/19,Test26,283.00
8320,15/7/12,Test21,-708.00
8321,15/12/15,Test96,288.00
8322,15/4/5,Test75,-877.00
8323,15/10/21,Test55,-847.00
8324,15/3/6,Test90,-904.00
8325,15/5/14,Test52,-453.00
8326,15/5/1,Test65,-459.00
8327,15/4/4,Test95,325.99
8328,15/1/8,Test43,-244.00
8329,15/7/28,Test100,465.00
8330,15/8/30,Test49,655.99
8331,15/10/13,Test76,697.00
8332,15/5/7,Test52,482.00
8333,15/10/5,Test11,951.00
8334,15/7/30,Test85,958.00
8335,15/1/7,Test40,342.00
8336,15/11/8,Test43,-607.99
8337,15/8/8,Test96,-939.99
8338,15/5/26,Test48,-930.00
8339,15/9/5,Test66,990.00
8340,15/6/24,Test36,554.00
8341,15/8/13,Test66,347.00
8342,15/8/26,Test47,923.99
8343,15/6/31,Test49,265.00
8344,15/11/9,Test35,986.00
8345,15/12/26,Test96,777.00
8346,15/7/10,Test23,113.00
8347,15/1/11,Test14,67.00
8348,15/8/17,Test44,-790.00
8349,15/11/28,Test30,-694.00
8350,15/6/3,Test42,482.99
8351,15/3/27,Test20,169.00
8352,15/5/11,Test60,916.00
8353,15/5/11,Test72,287.99
8354,15/10/13,Test54,309.00
8355,15/7/8,Test94,29.00
8356,15/8/18,Test3,-496.99
8357,15/9/11,Test24,78.99
8358,15/10/18,Test22,759.99
8359,15/1/28,Test32,31.99
8360,15/11/2,Test72,405.00
8361,15/7/17,Test38,849.00
8362,15/4/12,Test80,-599.00
8363,15/7/5,Test19,-732.00
8364,15/10/9,Test22,-236.00
8365,15/2/22,Test59,-314.00
8366,15/11/16,Test79,-43.99
8367,15/6/21,Test67,535.00
8368,15/12/22,Test91,617.00
8369,15/9/9,Test56,-399.00
8370,15/4/8,Test59,889.00
8371,15/8/9,Test78,-846.00
8372,15/7/28,Test31,12.00
8373,15/11/31,Test12,-92.00
8374,15/8/26,Test16,-197.00
8375,15/4/3,Test28,394.99
8376,15/6/12,Test78,-417.99
8377,15/9/7,Test18,-108.00
8378,15/9/2,Test52,-54.00
8379,15/3/4,Test21,984.00
8380,15/10/20,Test6,-951.00
8381,15/2/20,Test22,-43.99
8382,15/10/19,Test63,-204.99
8383,15/4/27,Test77,-774.00
8384,15/12/5,Test82,972.00
8385,15/3/12,Test24,-905.00
8386,15/8/22,Test14,-27.00
8387,15/3/16,Test84,-323.00
8388,15/12/27,Test17,-530.00
8389,15/5/7,Test37,903.00
8390,15/8/5,Test79,-602.00
8391,15/3/28,Test74,-676.00
8392,15/12/25,Test8,-244.00
8393,15/4/7,Test10,275.00
8394,15/10/15,Test57,260.00
8395,15/10/21,Test97,-761.99
8396,15/10/1,Test8,-287.00
8397,15/10/17,Test44,-586.00
8398,15/7/8,Test44,15.00
8399,15/4/15,Test42,-247.00
8400,15/5/8,Test44,-265.00
8401,15/1/30,Test57,-539.00
8402,15/12/22,Test86,153.00
8403,15/12/10,Test77,-66.00
8404,15/9/27,Test39,-292.00
8405,15/9/24,Test65,1.00
8406,15/11/13,Test48,724.00
8407,15/12/7,Test72,395.00
8408,15/5/3,Test31,-300.00
8409,15/9/12,Test18,237.00
8410,15/10/12,Test74,-850.99
8411,15/9/21,Test37,-378.99
8412,15/9/22,Test81,-125.99
8413,15/6/17,Test28,-80.00
8414,15/12/30,Test87,-676.00
8415,15/9/30,Test22,-9.00
8416,15/5/19,Test35,-111.00
8417,15/3/30,Test24,409.00
8418,15/4/31,Test8,558.00
8419,15/9/6,Test4,407.00
